    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    0.284808    3.592318   25.253306    6.708281     1.691870  3633.985990
    2   25.733616   22.489580   24.707441    6.704878     1.737393  3692.941763
    3    0.797104   23.974761    2.294175    6.176003     1.836599  3246.234046
    4   24.941657    1.606488    2.485317    6.174721     1.801481  3209.746069
    5   23.353778    0.339076   24.412654    2.117767     1.254565  1832.225086
    6    2.705669   25.814410   24.602618    2.118136     1.270373  1837.077656
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:        29.9998
