    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    0.236749   24.298248    2.820448    6.672358     1.721136  3722.886343
    2    0.016312    3.637397    2.551085    6.674732     1.736473  3700.473145
    3    0.184824    4.387453   26.454432    6.044895     1.682732  2916.622466
    4   26.221121    1.452651   24.607283    6.167074     1.743017  2752.453866
    5    1.227311   26.065783   24.606721    6.172621     1.725041  2736.123755
    6   27.445595   23.284715   26.818662    6.047403     1.697719  2811.461674
    7    2.623525    0.129993    1.443409    2.110648     1.276200  1346.345339
    8   25.273921   27.716238    1.670438    2.110635     1.263924  1367.162360
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:        42.0004
