cp_no,cp_type,x_bohr,y_bohr,z_bohr,x_ang,y_ang,z_ang,rho,laplacian,G_ked,V_ped,H_ted,abs_V_over_G
356,"(3,-1)",6.5119780287,8.3003263488,36.6085556962,3.4459903707997857,4.3923435469837715,19.372413399124596,0.1394771642,-0.1141093295,0.08868791207606104,-0.06016057970106104,0.028527332375,0.6783402415592531
357,"(3,-1)",18.6229418791,6.8415594417,36.7836769624,9.854836442707402,3.620397343702199,19.46508358234509,0.1382117446,-0.1247635372,0.08528851778859943,-0.05409763348859943,0.0311908843,0.6342897601138836
358,"(3,-1)",8.6168909394,17.2105045549,29.4576541661,4.55986231411351,9.10740679888794,15.588319271862717,0.116701844,0.3336336317,0.13562552636607772,-0.2190339342910777,-0.08340840792499998,1.6149904826902988
359,"(3,-1)",0.0051781701,4.3079252663,29.5593197745,0.0027401696111873375,2.2796558772724325,15.642118394962315,0.09310974213,0.3248457496,0.10906052822600121,-0.1902719656260012,-0.0812114374,1.744645553446332
360,"(3,-1)",4.3283511993,0.0037199863,29.563173146,2.290464815527811,0.0019685319748946103,15.644157511345323,0.09102304191,0.3305021986,0.10796727765152449,-0.1905928273015245,-0.08262554965,1.765283254771714
361,"(3,-1)",21.5763364446,0.000364959,29.5434269548,11.417705541624978,0.00019312798572015228,15.633708276959814,0.08848102933,0.3131928912,0.10264390102593404,-0.18094212382593405,-0.07829822280000001,1.7628141761702643
362,"(3,-1)",0.0121217361,21.5525212951,29.5503021536,0.006414546500906279,11.405103107234925,15.637346475485318,0.08819757527,0.3174510239,0.10308453797646376,-0.18244729395146375,-0.07936275597499999,1.76988030923823
363,"(3,-1)",13.0161371178,2.1836556431,31.6540127376,6.887843136949692,1.1555408028253769,16.750582174909322,0.07551520252,0.2973648801,0.08829780653485125,-0.16263902655985124,-0.07434122002499999,1.8419373361857796
364,"(3,-1)",15.104753785,4.2619129509,31.7980306366,7.993091479579614,2.255307208541089,16.8267931650247,0.07435834882,0.1675836803,0.06568361474908084,-0.10757953482408084,-0.041895920074999995,1.6378443122390165
365,"(3,-1)",4.2916718986,4.2932997995,29.7008227277,2.271054965484889,2.2719164135428054,15.716998533073633,0.07386633281,0.1919599235,0.06933089938468312,-0.11732088025968312,-0.047989980875000005,1.6921874849585776
366,"(3,-1)",12.9885416625,23.6766156037,31.7497694431,6.87324025087997,12.529125409190918,16.801254441252702,0.07382425037,0.2837398141,0.08459210185425545,-0.15552705537925543,-0.07093495352499998,1.8385529141622998
367,"(3,-1)",2.1656380836,12.9548195807,31.6905765169,1.146006320941582,6.85539529368663,16.76993089365999,0.07382330045,0.293761408,0.08626156754376671,-0.15970191954376672,-0.07344035200000001,1.8513681595542353
368,"(3,-1)",8.6675541332,6.6177297808,31.8475903724,4.586672121704894,3.501951788025967,16.853019047789278,0.07118788406,0.2680560288,0.07978448761798934,-0.14679849481798934,-0.0670140072,1.8399378024568536
369,"(3,-1)",2.0910486069,8.6249703615,31.9273790723,1.1065352696974935,4.5641377601662345,16.895241409465292,0.07100857124,0.2383681055,0.07468923484944501,-0.134281261224445,-0.059592026374999996,1.797866339039659
370,"(3,-1)",6.296676157,12.9754500947,31.9264118992,3.3320575268277244,6.866312491544996,16.89472960350176,0.07093762289,0.2588563025,0.0780457344628767,-0.1427598100878767,-0.06471407562499999,1.8291814545711265
371,"(3,-1)",23.6343591867,12.9480620775,31.7791118669,12.506764276299386,6.851819376990471,16.816781783240817,0.07074479017,0.2294673941,0.07298959582680115,-0.13035644435180116,-0.057366848525000014,1.7859592572772598
372,"(3,-1)",4.2959404512,15.0485780029,31.7911926998,2.2733137862444224,7.963364535886686,16.82317468470043,0.07054105121,0.2615284112,0.07816648761953786,-0.14354859041953785,-0.0653821028,1.8364467278897871
374,"(3,-1)",21.5870633053,4.3011510221,29.7059051271,11.42338195185213,2.2760711016205852,15.719688023012907,0.07031837669,0.1804433174,0.06447057595608825,-0.10958140530608826,-0.045110829350000006,1.6997119023835863
379,"(3,-1)",21.5516633171,15.0392346911,31.7860616521,11.404649084829854,7.958420268207607,16.820459451189446,0.06992561532,0.2587803297,0.0772071382553719,-0.1419022206803719,-0.064695082425,1.8379417225776873
381,"(3,-1)",17.2774035457,2.0869394272,31.9401336573,9.142808220252846,1.1043607854446784,16.901990845182034,0.06988582107,0.2313090846,0.07259628176286861,-0.1304235529128686,-0.05782727115,1.796559682476429
383,"(3,-1)",17.2407201681,6.5102804732,31.7638907975,9.123396212807352,3.445092063114914,16.808727140188505,0.06977605925,0.258248961,0.07699719066356481,-0.14155943091356482,-0.06456224025000001,1.838501245222067
385,"(3,-1)",25.8647690209,15.1516565792,31.8289235263,13.687046331569881,8.017911369398725,16.843140978233407,0.06973963493,0.2425832124,0.07435669526076517,-0.13500249836076517,-0.06064580309999999,1.8156064882566152
387,"(3,-1)",0.0096325297,2.0968738047,31.8313884998,0.005097315200750065,1.1096178316223548,16.844445386035126,0.06972771078,0.2433261805,0.07447085594926128,-0.13530240107426128,-0.060831545125,1.8168503550764334
388,"(3,-1)",15.1719030488,25.8706998097,31.8060720031,8.02862533971263,13.69018476984562,16.831048472921157,0.06952771606,0.2208315751,0.07055977659255255,-0.12576767036755254,-0.05520789377499999,1.7824272757239297
389,"(3,-1)",21.5910029129,2.19894008,31.7473695794,11.425466702414017,1.1636289785146017,16.799984488073346,0.0695231992,0.2661637043,0.07811147677488484,-0.14465240284988484,-0.066540926075,1.8518713103679905
391,"(3,-1)",23.6655780199,21.5510328492,31.8418643232,12.523284571380339,11.404315455584957,16.84998895304403,0.06942946843,0.2532985528,0.07589148109309106,-0.13921611929309108,-0.06332463820000002,1.8344103618471206
392,"(3,-1)",12.8800394044,10.839480634,31.9387099055,6.81582332856009,5.736006129721473,16.901237428175467,0.06937684548,0.2382007826,0.07333265769574288,-0.13288285334574287,-0.05955019565,1.8120556041630689
394,"(3,-1)",21.558455588,19.4581995326,31.8367558715,11.40824339980053,10.296835758186115,16.847285676821304,0.06924802723,0.2547920327,0.07599384956355652,-0.13969185773855652,-0.063698008175,1.8381995193140854
418,"(3,-1)",2.1158865836,0.0014812773,31.8375408084,1.1196789609324955,0.0007838581902131081,16.847701047540795,0.06902634186,0.255095913,0.07586579453685997,-0.13963977278685996,-0.06377397824999999,1.8406157035502333
444,"(3,-1)",17.2487654957,19.3343670495,31.8133855282,9.127653616827658,10.231306430157959,16.834918623735568,0.06884050138,0.2300355243,0.07153955058195158,-0.12904843165695157,-0.05750888107499999,1.8038753473733544
446,"(3,-1)",10.7431084373,0.0134328582,31.8273314931,5.6850081594615345,0.007108362436959852,16.84229851054494,0.06876527066,0.2582038993,0.0761738315093948,-0.1407248063343948,-0.064550974825,1.8474166724439833
448,"(3,-1)",19.3649129805,25.865451156,31.8055832132,10.247470640729496,13.68740730191957,16.830789816445147,0.06858773813,0.2614241864,0.07656807254327033,-0.14192411914327033,-0.0653560466,1.8535678701206149
449,"(3,-1)",23.7948659849,25.8703634707,31.8273050886,12.591700816104561,13.690006786911677,16.842284537885273,0.06855535577,0.2250327825,0.0704768775371616,-0.1267350731621616,-0.05625819562499999,1.7982503991516328
450,"(3,-1)",0.0009662882,6.5223431305,31.8170395247,0.0005113376946209072,3.451475346461212,16.83685223541215,0.06851600278,0.2497757654,0.07456916962807403,-0.13701311097807403,-0.062443941350000004,1.8373962277097815
454,"(3,-1)",23.773195868,8.6240405921,31.8839360113,12.580233484083108,4.563645747388343,16.872252331611485,0.06843913936,0.2489814582,0.07437521980394202,-0.13662058435394203,-0.062245364550000015,1.8369099911782836
455,"(3,-1)",17.2706977259,23.7658658817,31.7973025265,9.139259653234149,12.576354622376794,16.826407865752742,0.06842305786,0.2523693093,0.07492698668369377,-0.13801931400869377,-0.063092327325,1.8420507765959668
466,"(3,-1)",25.8597943234,10.7232500999,31.8223585383,13.68441383502166,5.674499579862694,16.839666936193844,0.06801202206,0.2453870161,0.07343487790900904,-0.13478163193400905,-0.061346754025000005,1.8353898824617496
471,"(3,-1)",8.5789690762,10.7639825278,31.8626831181,4.539794928312445,5.696054252452815,16.861005784863927,0.06760321863,0.2490391527,0.07371826734613773,-0.13597805552113773,-0.062259788175,1.8445639109050753
474,"(3,-1)",0.0115859115,23.7725888561,31.8315849131,0.006131000333535954,12.579912267218873,16.84454932347741,0.06742904201,0.24452322,0.07282741057393155,-0.13395821557393156,-0.06113080500000001,1.8393928126545485
525,"(3,-1)",2.1301611579,17.2534159213,31.9199091905,1.1272327403476397,9.130114516076256,16.891288518248466,0.0669801416,0.2537342111,0.07400749010413714,-0.13744104287913714,-0.063433552775,1.8571234166398782
527,"(3,-1)",19.3268686869,17.2436814928,31.8200841448,10.227338467550824,9.124963278352727,16.83846337898498,0.06678548779,0.2191616542,0.0680919155971692,-0.1228823291471692,-0.05479041355,1.804653725328265
529,"(3,-1)",23.7770446458,17.2425936887,31.8241865215,12.582270169584763,9.124387637213061,16.840634263245228,0.06657477709,0.2364068776,0.07080031300809198,-0.12990203240809198,-0.0591017194,1.8347663575052993
542,"(3,-1)",12.8604541185,12.9420384721,29.7956388937,6.805459241592457,6.848631822285217,15.767173087347642,0.0655876804,0.2188810023,0.06710725514249077,-0.12182750571749076,-0.05472025057499999,1.8154148230144551
544,"(3,-1)",15.0892036655,17.2524330799,31.9197245404,7.984862710713131,9.129594418805429,16.891190805623552,0.06510262025,0.1228347587,0.05072296986780963,-0.08143165954280963,-0.030708689675000005,1.6054197882148988
549,"(3,-1)",19.3153779646,8.6037303432,31.6883343086,10.221257839172655,4.552898026522351,16.768744368125496,0.06471250024,0.19223617,0.061988354423084605,-0.1100473969230846,-0.048059042499999996,1.7752914712332273
550,"(3,-1)",8.6550654882,23.768513475,31.9193995464,4.580063415375625,12.577755668414937,16.891018826205066,0.06466611266,0.233820032,0.06888322629622604,-0.12733823429622604,-0.058455008,1.8486101935559691
551,"(3,-1)",6.5368354776,8.6561054299,31.7295149661,3.4591443662792747,4.58061372882395,16.7905362336052,0.06447128879,0.2204671896,0.06650770089330733,-0.12162449829330733,-0.0551167974,1.8287280519352067
554,"(3,-1)",8.6563486752,2.1690413346,32.0404324355,4.580742448693373,1.1478072438138227,16.955066672888595,0.0634537495,0.1287553398,0.0504436070503012,-0.0826324420003012,-0.03218883495,1.6381152505192984
556,"(3,-1)",12.9856926994,6.3725741334,31.7796524989,6.871732644532698,3.372221006293548,16.81706787337471,0.06295212711,0.1735906776,0.05753528568158395,-0.10093295508158395,-0.043397669400000005,1.754279202508433
558,"(3,-1)",14.9691260375,12.9364051755,31.9452503776,7.921320366434202,6.845650810102143,16.904698496959448,0.06196171455,0.1215085589,0.04810885122388226,-0.07848599094888226,-0.030377139724999995,1.6314251733768304
559,"(3,-1)",4.3382552161,21.5566828358,29.7818123396,2.29570579551494,11.40730529973568,15.759856390012368,0.06169939336,0.2333142488,0.06654684834760954,-0.12487541054760955,-0.0583285622,1.8765037510915459
560,"(3,-1)",10.9162453573,4.3116620031,31.8371362111,5.776628271894412,2.2816332732301987,16.847486943870035,0.06156937807,0.2194313444,0.06413595153718768,-0.11899378763718768,-0.0548578361,1.855336746164778
564,"(3,-1)",0.0054330156,17.2471370565,29.7877385069,0.0028750280420928504,9.12679188391365,15.762992382695627,0.06079952784,0.2317248333,0.06561283873347566,-0.12354404705847566,-0.057931208325,1.8829248885316632
567,"(3,-1)",0.0146467182,0.003035758,29.7929628024,0.0077507094862072036,0.0016064539514680774,15.76575696081734,0.06034368325,0.232103871,0.06533956728253729,-0.12336553503253728,-0.05802596774999999,1.8880678303100435
568,"(3,-1)",8.5452372242,12.9429820712,29.8988767486,4.5219448009519185,6.849131153425181,15.821804207464986,0.05932217786,0.1144230705,0.04497830360240797,-0.07358407122740797,-0.028605767625,1.6359903627727872
569,"(3,-1)",17.4346582299,4.7147568222,34.2754457854,9.226023815441906,2.4949418653378386,18.137784803757643,0.05920974973,0.1219629764,0.04615317167854141,-0.0766439157785414,-0.030490744099999995,1.6606424432186195
573,"(3,-1)",17.1956987106,12.280784148,34.2488813809,9.099571883495948,6.498711103349189,18.123727526274582,0.05800299717,0.1276259705,0.046225711960545875,-0.07813220458554587,-0.031906492625,1.690232584242997
575,"(3,-1)",4.9900327479,9.3463662574,34.0676008369,2.6406116119331857,4.945884028327731,18.0277979936066,0.05381757205,0.07504218928,0.03453335891353896,-0.05329390623353896,-0.01876054732,1.5432586898647975
577,"(3,-1)",9.2844086181,20.3291724178,33.8965801009,4.91309745756777,10.757734760363197,17.937297717520636,0.0479358986,0.08600649112,0.03249668165451893,-0.05399830443451893,-0.02150162278,1.6616559502471546
578,"(3,-1)",5.6171534145,16.7337441023,33.9454129224,2.9724695771948646,8.855116032304114,17.96313893380336,0.0433155412,0.06419131462,0.02603794504032107,-0.04208577369532107,-0.016047828655000002,1.6163246995931948
579,"(3,-1)",20.7004795588,8.584595511,34.1239214624,10.954222037632258,4.542772309387332,18.05760158512596,0.04243176164,0.1060149067,0.03249047596351006,-0.05899420263851006,-0.026503726675,1.815738332204374
580,"(3,-1)",7.8587285149,14.4221395734,34.0881660009,4.158660036892256,7.631867594950772,18.038680609734236,0.04138609944,0.06915929702,0.02574414267496092,-0.04303396692996092,-0.017289824255,1.671602254279623
581,"(3,-1)",11.5591424837,18.023212582,33.8860009112,6.116834780151248,9.537473365961011,17.931699451421395,0.0403216294,0.07961191306,0.02688201368586883,-0.046784991950868826,-0.019902978264999996,1.740382714538326
582,"(3,-1)",7.5220112482,16.3495326561,33.4129845066,3.980476932831344,8.651800090800458,17.68138994971576,0.03128479129,0.07013793715,0.020608133085772945,-0.038142617373272944,-0.0175344842875,1.850852632527161
583,"(3,-1)",9.6161436874,18.4049080276,33.3047549717,5.0886440963042965,9.739457897284488,17.62411734629821,0.0310988444,0.06672654576,0.01995139533722063,-0.03663303177722063,-0.01668163644,1.836113773400065
584,"(3,-1)",7.2253752495,11.4926657756,34.00183594,3.823503922380809,6.081656821167748,17.99299670888862,0.02352459535,0.04745912158,0.013455329950650543,-0.025320110345650543,-0.011864780395,1.8817903714376292
585,"(3,-1)",6.9602084041,12.9592179335,35.7425576198,3.6831836707035825,6.857722801753976,18.91414695239316,0.0154293719,0.03275327783,0.00820455382042261,-0.01639287327792261,-0.008188319457500001,1.998021298503497
586,"(3,-1)",14.2345235797,5.7642082541,36.4291429571,7.53258548668062,3.0502876470666807,19.27747226624414,0.008793376803,0.023288736,0.004957082253564395,-0.010779266253564394,-0.005822183999999999,2.1745183360259057
624,"(3,-1)",1.280233691,18.1374531813,38.5352012879,0.6774704939291972,9.597926887672415,20.391950339771714,4.431298796e-05,-0.0001335938661,-2.210631823019158e-05,5.550478475519158e-05,3.3398466524999995e-05,-2.5108108992743183
626,"(3,-1)",22.2055426871,25.3104840877,38.0119466365,11.75066714612458,13.393731376564128,20.115055902742945,4.322182932e-05,-0.001371923666,-0.00022850110311362307,0.0005714820196136231,0.0003429809165,-2.5010033292025353
