Energy_minus_Ef,Total_DOS_Combi,Total_DOS_Slab,Total_DOS_Ads,Delta_DOS,Sc_d_proj,S_p_proj
-13.9434,0.0532495499752959,3.0152917618585704,0.0,-2.9620422118832743,0.00027696577572093763,9.923028387464034e-05
-13.8934,0.6489646291203399,7.0001134278808985,0.0,-6.351148798760558,0.0033634007279706364,0.0011680381866514256
-13.8434,3.2860042106735388,9.7131966905437,0.0,-6.427192479870161,0.016924777541153253,0.005615159060278348
-13.7934,7.453512820297576,10.953030048511728,0.0,-3.4995172282141525,0.037863864373055355,0.011391269122264345
-13.743400000000001,9.483072654522775,11.431371158182719,0.0,-1.9482985036599434,0.047122095813729274,0.011643016203944432
-13.6934,9.816727885476922,11.811509566031464,0.0,-1.9947816805545422,0.048838105892067954,0.00922127486332602
-13.6434,10.859492305548537,12.5402462699211,0.0,-1.6807539643725633,0.056650334987157325,0.009132717549939011
-13.5934,11.552627301096788,12.946211337154274,0.0,-1.3935840360574865,0.06379584466234015,0.009118015653275375
-13.5434,11.530421313100952,12.594378856314744,0.0,-1.0639575432137924,0.06914094982149441,0.00805915304364174
-13.493400000000001,12.115151373301686,12.520709183577033,0.0,-0.4055578102753472,0.08075259455969762,0.0074904365099972905
-13.4434,12.767919330775225,13.778940961821187,0.0,-1.0110216310459617,0.09581565173429281,0.007321715167484379
-13.3934,13.532750667153461,17.247806591572456,0.0,-3.7150559244189942,0.12051642314764799,0.007498279915314084
-13.3434,15.129121883855355,21.693504648962694,0.0,-6.564382765107339,0.1888501459784105,0.008401939159159941
-13.2934,18.47213946378656,25.38333574890534,0.0,-6.911196285118777,0.3978392744906713,0.010737872729929755
-13.243400000000001,23.098883368885847,29.314109650387067,0.0,-6.21522628150122,0.7682896994936889,0.014551856575357354
-13.1934,26.72914330256041,32.036298473124766,0.0,-5.307155170564357,1.1324621469550429,0.01759258098896221
-13.1434,30.852985210468155,34.88261338759935,0.0,-4.029628177131194,1.42784065959142,0.020917639726558888
-13.0934,35.22328433869504,43.8246220119944,0.0,-8.601337673299362,1.694333673525481,0.026915852502803796
-13.0434,39.44898473039255,66.13624151418675,0.0,-26.687256783794197,2.1147096902412583,0.03435118590928062
-12.993400000000001,47.20742278819951,97.53500874099674,0.0,-50.327585952797236,3.5053538748643223,0.043313410136869235
-12.9434,68.56761247027418,121.76039613251541,0.0,-53.192783662241226,7.742938127790695,0.06644658502630499
-12.8934,101.19022110274531,134.51238439078256,0.0,-33.322163288037245,13.88347031370759,0.12143853861358485
-12.8434,118.75416791989005,139.88846652086826,0.0,-21.134298600978212,16.896462284282176,0.21689725602476945
-12.7934,119.24257794169017,140.2813937853617,0.0,-21.03881584367153,16.437079134075713,0.3311756711324783
-12.743400000000001,124.83697225928157,139.45473823710824,0.0,-14.617765977826679,16.156754383548385,0.3731577633626256
-12.6934,139.12479844435103,127.31395694759266,0.0,11.810841496758371,17.168804135161412,0.3528484624570553
-12.6434,147.69813212620994,109.66094221938744,0.0,38.037189906822505,17.82822175956575,0.3758844617905366
-12.5934,140.37079383009927,108.39548489644824,0.0,31.975308933651036,16.46249585823081,0.3962103081525095
-12.5434,117.4476405770551,114.04507478251263,0.0,3.4025657945424683,12.982119565217086,0.39068864432521966
-12.493400000000001,100.35222514192422,106.25746469563012,0.0,-5.905239553705897,10.139219995288954,0.38701166007165005
-12.4434,98.70495481826778,95.06862666756042,0.0,3.6363281507073566,9.243620627891183,0.3088431936008442
-12.3934,104.35882289721329,98.40905326996007,0.0,5.949769627253218,10.139425570546706,0.2361953129373083
-12.3434,104.19150642580746,114.41258052234751,0.0,-10.22107409654005,12.043183342459828,0.2550955396383808
-12.2934,98.34832608387632,124.7013251670368,0.0,-26.352999083160483,13.362105479182446,0.39043367802474616
-12.243400000000001,112.47263159290335,122.53423895067347,0.0,-10.061607357770114,15.11409515386062,0.736404485092897
-12.1934,153.9473931030311,118.52253629875764,0.0,35.424856804273446,18.721911460611484,1.1934100991261722
-12.1434,177.20976742977345,123.24464302612698,0.0,53.96512440364647,20.14754331989265,1.2609690816278585
-12.0934,141.12681686251054,132.1089451584582,0.0,9.01787170405234,14.78472463117113,0.8057958861208832
-12.0434,106.52671238660909,125.51512205120947,0.0,-18.988409664600383,9.562867233695409,0.3911419946891127
-11.993400000000001,97.45486966150847,98.72925735764498,0.0,-1.2743876961365146,7.3532672426544385,0.20973589401930942
-11.9434,81.99659779612834,69.55110425168606,0.0,12.445493544442286,5.019092704494521,0.11690904835663515
-11.8934,64.10225417290067,48.140671242721666,0.0,15.961582930179006,3.021149779639643,0.06300337951300349
-11.8434,42.045419878365706,28.5420624168194,0.0,13.503357461546305,1.635890943777122,0.027578111813687238
-11.7934,16.60946629376356,10.726317192909296,0.0,5.883149100854265,0.5785062266702413,0.007109253287354657
-11.743400000000001,3.091656380510398,1.9764654945119968,0.0,1.115190885998401,0.10169981152705024,0.0009414187200294873
-11.6934,0.23626453050539678,0.1543725943775871,0.0,0.08189193612780968,0.007577803257022358,5.904776667982537e-05
-11.6434,0.0068387449178133036,0.0048142407876775595,0.0,0.002024504130135744,0.00021591162330345526,1.476419450749831e-06
-11.5934,0.0,1.6969723201110468e-05,0.0,-1.6969723201110468e-05,0.0,0.0
-11.5434,0.0,0.0,0.0,0.0,0.0,0.0
-11.493400000000001,0.0,0.0,0.0,0.0,0.0,0.0
-11.4434,0.0,0.0,0.0,0.0,0.0,0.0
-11.3934,0.0,0.0,0.0,0.0,0.0,0.0
-11.3434,0.0,0.0,0.0,0.0,0.0,0.0
-11.2934,0.0,0.0,0.0,0.0,0.0,0.0
