Energy_minus_Ef,Total_DOS_Combi,Total_DOS_Slab,Total_DOS_Ads,Delta_DOS,Zr_d_proj,S_p_proj
-16.4267,0.0,0.0,0.0,0.0,0.0,0.0
-16.3767,0.0,0.0,0.0,0.0,0.0,0.0
-16.326700000000002,0.0,0.0,0.0,0.0,0.0,0.0
-16.276699999999998,0.0012325800527017716,0.001076193614614553,0.0,0.00015638643808721852,1.5979001853251243e-05,3.814038970895525e-06
-16.2267,0.04200586146706686,0.03677320847608599,0.0,0.005232652990980871,0.0005444482535885383,0.00012779449746747924
-16.1767,0.5378324117208055,0.47276909935062605,0.0,0.06506331237017948,0.0069686115474136435,0.0015891181154262064
-16.1267,2.7496077420168272,2.4388581656315074,0.0,0.31074957638531986,0.03559645338242779,0.007533123617022287
-16.076700000000002,6.357092733064389,5.717116710710782,0.0,0.6399760223536077,0.08214942599113059,0.014518278572146229
-16.026699999999998,8.519886117106639,7.733958210516695,0.0,0.7859279065899436,0.10976430383911812,0.013610287431542516
-15.976700000000001,9.101943217124486,8.375253804354962,0.0,0.7266894127695238,0.11708652033699236,0.009310766310039848
-15.9267,9.406846957019876,8.999252012125107,0.0,0.40759494489477,0.12266577344036497,0.007431459646658141
-15.8767,9.74841394678746,9.43326088389897,0.0,0.31515306288848954,0.14113558025697037,0.00750290137653018
-15.8267,10.70339001169135,10.406229284473,0.0,0.2971607272183512,0.29401045726304326,0.008311625405397626
-15.7767,14.635747347999956,15.005535457194568,0.0,-0.36978810919461225,1.0237661465391525,0.010622366257863504
-15.726700000000001,22.9760032431645,21.185192311675788,0.0,1.7908109314887106,2.643812114052972,0.016950084663709026
-15.6767,33.117125621344655,25.192635316750312,0.0,7.924490304594343,5.0660711093356845,0.026984026158125448
-15.6267,44.65917202450052,31.65667216737935,0.0,13.002499857121169,8.492995327674606,0.043891217295904575
-15.5767,59.56955485627827,39.021399949727964,0.0,20.54815490655031,12.125368706752173,0.09355784416318508
-15.5267,69.40731639154332,46.48285905282899,0.0,22.924457338714326,13.641234926560614,0.231639507705117
-15.476700000000001,68.9134506296916,58.89070395636837,0.0,10.022746673323226,12.43659058014994,0.5347511873943623
-15.4267,67.27681239675196,70.14912718939213,0.0,-2.872314792640168,11.04811676322597,0.8125541725135296
-15.3767,66.27131078747227,70.45069156501897,0.0,-4.179380777546697,10.699057147744178,0.6786513361534572
-15.3267,65.28669326489504,73.43832930646009,0.0,-8.151636041565055,10.712177900548582,0.3258675713225736
-15.2767,71.8410528434616,82.33804741866722,0.0,-10.496994575205619,11.32430587288217,0.1252794143863015
-15.226700000000001,87.44142159048535,84.34159685410134,0.0,3.099824736384008,13.266417098796243,0.0743118335900009
-15.1767,105.59807732256075,84.66398104592035,0.0,20.934096276640403,16.30446507934367,0.06527061138067262
-15.1267,115.31267978338235,94.28097184680405,0.0,21.0317079365783,18.271578520129815,0.0596612891272387
-15.0767,105.77758872512699,108.87486651820203,0.0,-3.097277793075037,16.566020914238905,0.05182527475894385
-15.0267,89.54648695573854,109.1990591477803,0.0,-19.65257219204176,13.406448842758255,0.050976773541776696
-14.976700000000001,81.69129356974577,99.079676081783,0.0,-17.38838251203724,11.927881623485874,0.056667771084062624
-14.9267,85.48472247649319,93.47894278743061,0.0,-7.994220310937422,12.417322271062911,0.06125272812758708
-14.8767,90.83858957760555,93.06107554646745,0.0,-2.2224859688619034,12.968835321911811,0.0650781693783929
-14.8267,89.19110258106699,94.07369647922485,0.0,-4.8825938981578645,12.631695719489013,0.0773830906043582
-14.7767,89.1895678668904,92.07768189315496,0.0,-2.88811402626456,12.770371135584893,0.09611526402128517
-14.726700000000001,92.57772740614192,89.51374171448427,0.0,3.063985691657649,13.44578976964608,0.09507923956393077
-14.6767,92.30989030391534,86.67494872340556,0.0,5.634941580509775,13.535276850058377,0.08007401539627351
-14.6267,92.38369010470595,82.62067351335736,0.0,9.763016591348588,13.381546380992212,0.08358786543248772
-14.5767,100.74384574621395,76.06592163409631,0.0,24.677924112117637,14.385074034092696,0.10491365510896672
-14.5267,115.38552500618204,75.61546071757259,0.0,39.77006428860945,16.186965434881188,0.12168702718190437
-14.476700000000001,124.74292409783303,80.64479361567554,0.0,44.09813048215749,17.086917229679596,0.13440894373503665
-14.4267,112.23480240446284,80.59498414350799,0.0,31.639818260954854,15.223407619182371,0.1366383649984313
-14.3767,88.36740325245691,76.25060141692929,0.0,12.116801835527625,11.835453017450185,0.1256989887331743
-14.3267,73.07623726868371,82.3001472208376,0.0,-9.223909952153889,9.21421306192143,0.1237277079830286
-14.2767,70.5279818234951,90.8619271424032,0.0,-20.333945318908107,8.244452817665108,0.13920528258242132
-14.226700000000001,72.5166860606038,83.26836455967856,0.0,-10.751678499074757,8.055205081239281,0.17708788064770142
-14.1767,72.10673075466181,69.14799053496975,0.0,2.9587402196920607,7.526051164433808,0.2674465125228576
-14.1267,66.76062384758153,57.455320811904535,0.0,9.305303035676992,6.307999956756432,0.4194706608415728
-14.0767,60.12678265159546,45.72105120047017,0.0,14.405731451125291,4.898606203250292,0.6615460360330752
-14.0267,55.56125038698741,41.07122223094325,0.0,14.490028156044161,3.8742706183672126,0.8609482329558538
-13.976700000000001,50.75816170137427,42.049189087076364,0.0,8.708972614297906,3.1561904880810996,0.7121808477147943
-13.9267,46.63142160089242,40.74283170778203,0.0,5.888589893110392,2.666392709985185,0.4169315361603082
-13.8767,40.41406262959208,37.81633674582898,0.0,2.597725883763104,2.098730325610865,0.21197200279260736
-13.8267,31.59395815222392,32.15854982320648,0.0,-0.5645916709825585,1.4721478259295646,0.10310702368289323
-13.7767,23.63979850081069,23.44843650055912,0.0,0.1913620002515728,1.0045373287126163,0.059402633988673084
-13.726700000000001,17.663187557097498,17.18101756597863,0.0,0.48216999111886594,0.6592133599925463,0.03889112844696713
-13.6767,11.01276368145005,11.709913450865075,0.0,-0.6971497694150255,0.34929668486466303,0.019733663567051595
-13.6267,4.2155340596865,4.931342219177997,0.0,-0.7158081594914973,0.117950670872465,0.006069931430846737
-13.5767,0.7744089614761547,0.966905200309037,0.0,-0.19249623883288236,0.02024345763806937,0.0009649890440416319
-13.5267,0.05888095669192306,0.07845833286853199,0.0,-0.01957737617660893,0.001493383062418877,6.834314941039449e-05
-13.476700000000001,0.0016996489326072202,0.0025678728866071615,0.0,-0.0008682239539999413,4.2320053946298236e-05,1.8836660414524903e-06
-13.4267,0.0,1.2847739962985709e-05,0.0,-1.2847739962985709e-05,0.0,0.0
-13.3767,0.0,0.0,0.0,0.0,0.0,0.0
-13.3267,0.0,0.0,0.0,0.0,0.0,0.0
-13.2767,0.0,0.0,0.0,0.0,0.0,0.0
-13.226700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-13.1767,0.0,0.0,0.0,0.0,0.0,0.0
-13.1267,0.0,0.0,0.0,0.0,0.0,0.0
-13.0767,0.0,0.0,0.0,0.0,0.0,0.0
-13.0267,0.0,0.0,0.0,0.0,0.0,0.0
-12.976700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-12.9267,0.0,0.0,0.0,0.0,0.0,0.0
-12.8767,0.0,0.0,0.0,0.0,0.0,0.0
-12.8267,0.0,0.0,0.0,0.0,0.0,0.0
-12.7767,0.0,0.0,0.0,0.0,0.0,0.0
-12.726700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-12.6767,0.0,0.0,0.0,0.0,0.0,0.0
-12.6267,0.0,0.0,0.0,0.0,0.0,0.0
-12.5767,0.0,0.0,0.0,0.0,0.0,0.0
-12.5267,0.0,0.0,0.0,0.0,0.0,0.0
-12.476700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-12.4267,0.0,0.0,0.0,0.0,0.0,0.0
-12.3767,0.0,0.0,0.0,0.0,0.0,0.0
-12.3267,0.0,0.0,0.0,0.0,0.0,0.0
-12.2767,0.0,0.0,0.0,0.0,0.0,0.0
-12.226700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-12.1767,0.0,0.0,0.0,0.0,0.0,0.0
-12.1267,0.0,0.0,0.0,0.0,0.0,0.0
-12.0767,0.0,0.0,0.0,0.0,0.0,0.0
-12.0267,0.0,0.0,0.0,0.0,0.0,0.0
-11.976700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-11.9267,0.0,0.0,0.0,0.0,0.0,0.0
-11.8767,0.0,0.0,0.0,0.0,0.0,0.0
-11.8267,0.0,0.0,0.0,0.0,0.0,0.0
-11.7767,0.0,0.0,0.0,0.0,0.0,0.0
-11.726700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-11.6767,0.0,0.0,0.0,0.0,0.0,0.0
-11.6267,0.0,0.0,0.0,0.0,0.0,0.0
-11.5767,0.0,0.0,0.0,0.0,0.0,0.0
-11.5267,0.0,0.0,0.0,0.0,0.0,0.0
-11.476700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-11.4267,0.0,0.0,0.0,0.0,0.0,0.0
-11.3767,0.0,0.0,0.0,0.0,0.0,0.0
-11.3267,0.0,0.0,0.0,0.0,0.0,0.0
-11.2767,0.0,0.0,0.0,0.0,0.0,0.0
-11.226700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-11.1767,0.0,0.0,0.0,0.0,0.0,0.0
-11.1267,0.0,0.0,0.0,0.0,0.0,0.0
-11.0767,0.0,0.0,0.0,0.0,0.0,0.0
-11.0267,0.0,0.0,0.0,0.0,0.0,0.0
-10.976700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-10.9267,0.0,0.0,0.0,0.0,0.0,0.0
-10.8767,0.0,0.0,0.0,0.0,0.0,0.0
-10.8267,0.0,0.0,0.0,0.0,0.0,0.0
-10.7767,0.0,0.0,0.0,0.0,0.0,0.0
-10.726700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-10.6767,0.0,0.0,0.0,0.0,0.0,0.0
-10.6267,0.0,0.0,0.0,0.0,0.0,0.0
-10.5767,0.0,0.0,0.0,0.0,0.0,0.0
-10.5267,0.0,0.0,0.0,0.0,0.0,0.0
-10.476700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-10.4267,0.0,0.0,0.0,0.0,0.0,0.0
-10.3767,0.0,0.0,0.0,0.0,0.0,0.0
-10.3267,0.0,0.0,0.0,0.0,0.0,0.0
-10.2767,0.0,0.0,0.0,0.0,0.0,0.0
-10.226700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-10.1767,0.0,0.0,0.0,0.0,0.0,0.0
-10.1267,0.0,0.0,0.0,0.0,0.0,0.0
-10.0767,0.0,0.0,0.0,0.0,0.0,0.0
-10.0267,0.0,0.0,0.0,0.0,0.0,0.0
-9.976700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-9.9267,0.0,0.0,0.0,0.0,0.0,0.0
-9.8767,0.0,0.0,0.0,0.0,0.0,0.0
-9.8267,0.0,0.0,0.0,0.0,0.0,0.0
-9.7767,0.0,0.0,0.0,0.0,0.0,0.0
-9.726700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-9.6767,0.0,0.0,0.0,0.0,0.0,0.0
-9.6267,0.0,0.0,0.0,0.0,0.0,0.0
-9.5767,0.0,0.0,0.0,0.0,0.0,0.0
-9.5267,0.0,0.0,0.0,0.0,0.0,0.0
-9.476700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-9.4267,0.0,0.0,0.0,0.0,0.0,0.0
-9.3767,0.0,0.0,0.0,0.0,0.0,0.0
-9.3267,0.0,0.0,0.0,0.0,0.0,0.0
-9.2767,0.0,0.0,0.0,0.0,0.0,0.0
-9.226700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-9.1767,0.0,0.0,0.0,0.0,0.0,0.0
-9.1267,0.0,0.0,0.0,0.0,0.0,0.0
-9.0767,0.0,0.0,0.0,0.0,0.0,0.0
-9.0267,0.0,0.0,0.0,0.0,0.0,0.0
-8.976700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-8.9267,0.0,0.0,0.0,0.0,0.0,0.0
-8.8767,0.0,0.0,0.0,0.0,0.0,0.0
-8.8267,0.0,0.0,0.0,0.0,0.0,0.0
-8.7767,0.0,0.0,0.0,0.0,0.0,0.0
-8.726700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-8.6767,0.0,0.0,0.0,0.0,0.0,0.0
-8.6267,0.0,0.0,0.0,0.0,0.0,0.0
-8.5767,0.0,0.0,0.0,0.0,0.0,0.0
-8.5267,0.0,0.0,0.0,0.0,0.0,0.0
-8.476700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-8.4267,0.0,0.0,0.0,0.0,0.0,0.0
-8.3767,0.0,0.0,0.0,0.0,0.0,0.0
-8.3267,0.0,0.0,0.0,0.0,0.0,0.0
-8.2767,0.0,0.0,0.0,0.0,0.0,0.0
-8.226700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-8.1767,0.0,0.0,0.0,0.0,0.0,0.0
-8.1267,0.0,0.0,0.0,0.0,0.0,0.0
-8.0767,0.0,0.0,0.0,0.0,0.0,0.0
-8.0267,0.0,0.0,0.0,0.0,0.0,0.0
-7.9767,0.0,0.0,0.0,0.0,0.0,0.0
-7.9267,0.0,0.0,0.0,0.0,0.0,0.0
-7.8767000000000005,0.0,0.0,0.0,0.0,0.0,0.0
-7.826700000000001,0.0,0.0,0.0,0.0,0.0,0.0
-7.7767,0.0,0.0,0.0,0.0,0.0,0.0
-7.7267,0.0,0.0,0.0,0.0,0.0,0.0
-7.6767,0.0,0.0,0.0,0.0,0.0,0.0
-7.6267000000000005,0.0,0.0014633040495375805,0.0,-0.0014633040495375805,0.0,0.0
-7.576700000000001,5.67441848366505e-06,0.0498502952396636,0.0,-0.04984462082117993,1.987494516641099e-06,6.370471562286322e-09
-7.5267,0.0029448217997530063,0.6393014453136785,0.0,-0.6363566235139255,0.0010265333010433776,5.344703805196602e-06
-7.4767,0.09643616547957595,3.3048311912118056,0.0,-3.2083950257322296,0.03360051122164534,0.0001784781739462624
-7.4267,1.2197662081606953,8.12877501094,0.0,-6.909008802779304,0.42475433134150403,0.0022846740609422686
-7.3767000000000005,6.250317546921569,13.20526219432211,0.0,-6.9549446474005405,2.173789580450088,0.011908795906438318
-7.326700000000001,14.653234627043425,17.98171468709119,0.0,-3.3284800600477666,5.081652330915462,0.028923412749565294
-7.2767,20.06075429176201,20.523733204359164,0.0,-0.46297891259715485,6.918828867493676,0.042357696266916704
-7.2267,21.915336268791485,21.32248180994178,0.0,0.592854458849704,7.4974451247724065,0.051238021037416356
-7.1767,23.22888827876139,21.426732169536407,0.0,1.8021561092249812,7.872718746013737,0.060934748799091394
-7.1267000000000005,24.065859142107016,19.775389445068647,0.0,4.290469697038368,8.084580956580957,0.06832153891785368
-7.076700000000001,23.5499196629354,19.390113800849214,0.0,4.159805862086188,7.847225192872779,0.07180846279500593
-7.0267,23.508529115541382,22.729480219144275,0.0,0.7790488963971072,7.762419705553748,0.08540702550857406
-6.9767,25.326402858169928,25.748458753757543,0.0,-0.422055895587615,8.277622287982707,0.11458352599756322
-6.9267,27.71615142757443,26.969322786608128,0.0,0.746828640966303,8.965096173166902,0.15336117913159256
-6.8767000000000005,29.623935745442544,27.48356126937873,0.0,2.1403744760638155,9.482719656770326,0.19597873964878942
-6.826700000000001,30.297123636617485,28.691460486397116,0.0,1.6056631502203693,9.597159140661567,0.23965425687765873
-6.7767,30.86937054181746,29.67564302928613,0.0,1.1937275125313285,9.656615043355103,0.31330188477923593
-6.7267,33.455302565501945,30.987338557579697,0.0,2.467964007922248,10.295782287731909,0.46698253074510876
-6.6767,37.66211807754783,36.62268361097906,0.0,1.0394344665687711,11.37379816441496,0.7783920277046641
-6.6267000000000005,42.895838282886814,45.151077954976316,0.0,-2.255239672089502,12.636016711005368,1.424279920799787
-6.576700000000001,51.21689405770016,54.54323613257917,0.0,-3.3263420748790082,14.617135329892365,2.570328057774555
-6.5267,61.99400695960907,61.991256056263396,0.0,0.002750903345670963,17.298319518133706,3.585939006323981
-6.4767,73.24791589520714,68.4412390243471,0.0,4.806676870860045,20.39486962137019,3.480300754420392
-6.4267,82.75401421735808,74.34087866582124,0.0,8.41313555153684,23.05571882372794,2.874100579835434
-6.3767000000000005,85.90513574907968,77.14651700287831,0.0,8.758618746201364,23.761076655370516,2.6792155547770484
-6.326700000000001,83.19198649954603,75.46150552672353,0.0,7.730480972822505,22.6955410407311,3.1202698970792673
-6.2767,78.75024860332448,70.87983244240607,0.0,7.87041616091841,21.14650344850901,3.5896624376626574
-6.2267,74.66775548051771,65.15328437688298,0.0,9.514471103634733,20.07895865746128,2.7604964359681547
-6.1767,72.88774610908432,60.873145589178854,0.0,12.014600519905464,19.67644550124168,1.9846706449295546
-6.1267000000000005,73.43093304214554,62.587452358328356,0.0,10.843480683817184,19.664360237012247,2.0011222758434153
-6.076700000000001,75.34014551888613,65.23027568280861,0.0,10.109869836077522,19.8956885834355,2.409263504215934
-6.0267,79.02104000928219,63.45790754640375,0.0,15.563132462878436,20.58780932880172,2.7487579203816077
-5.9767,81.23292146672256,60.27040410917308,0.0,20.96251735754948,21.048777398088347,2.4359642454884485
-5.9267,77.59434648967691,60.22292868720039,0.0,17.371417802476522,20.04673071182658,1.9745058941503832
-5.8767000000000005,78.33468964793218,64.98528289926016,0.0,13.349406748672024,20.057756151810736,2.0164636058922825
-5.826700000000001,87.41534813346168,76.33367903606916,0.0,11.08166909739252,22.196509006322042,2.3832484547505017
-5.7767,92.80691017273699,89.13956332994557,0.0,3.6673468427914173,23.647748605728694,2.5315037982761974
-5.7267,95.53061041156664,99.86356499962082,0.0,-4.332954588054179,25.031185921102594,2.5749500674779053
-5.6767,102.15522483614022,107.4943413636067,0.0,-5.339116527466473,27.856707412515973,2.723241166173773
-5.6267000000000005,106.40907726802726,105.14606824435671,0.0,1.2630090236705485,29.649920416021807,2.801717018713666
-5.576700000000001,107.10897665613118,94.95991198223878,0.0,12.149064673892397,29.931055481793784,2.6197817551176943
-5.5267,107.94660170856659,87.6470165976092,0.0,20.299585110957395,30.143111353627422,2.4933666068753406
-5.4767,112.83034794164675,93.7417593763752,0.0,19.08858856527155,32.30038052543438,2.3895652874264446
-5.4267,125.06432220146687,117.140123790735,0.0,7.9241984107318615,37.28969937001728,2.244325009484582
-5.3767000000000005,139.91018125049817,141.6994901525708,0.0,-1.7893089020726336,42.58363117791127,2.210934117998293
-5.326700000000001,160.74356197942046,145.9302154993776,0.0,14.813346480042867,48.924380196271294,2.647673585724533
-5.2767,175.70646805620083,143.80507279941708,0.0,31.901395256783758,53.23220992933312,3.509267768712899
-5.2267,175.28305198951222,148.24615692222466,0.0,27.03689506728756,53.03667530235313,4.467476346769693
-5.1767,177.1368335471896,150.52805671660212,0.0,26.608776830587487,53.30354826988821,5.4117347331722065
-5.1267000000000005,180.88045032963632,164.7371323810921,0.0,16.143317948544222,53.740852188270225,6.286045060905734
-5.076700000000001,175.69622243731197,181.8660492127385,0.0,-6.169826775426515,51.46373944562964,6.863732113821412
-5.0267,177.7943232369531,183.4043632817837,0.0,-5.610040044830612,51.55807927745761,7.4429648167905125
-4.9767,190.6918809917325,174.69750902386158,0.0,15.994371967870904,54.200111428421295,9.606693435678077
-4.9267,197.2589475267718,173.48880666027173,0.0,23.77014086650007,54.027849358606396,12.972350094157525
-4.8767000000000005,203.92722628077888,179.43350054070513,0.0,24.493725740073756,54.64713749631685,13.766883916640483
-4.826700000000001,209.69443444941226,175.45433983090408,0.0,34.24009461850818,56.5838862370008,10.505596232247221
-4.7767,200.60068601739107,171.66861963359855,0.0,28.932066383792517,54.761992921684644,6.517032756665136
