Energy_minus_Ef,Total_DOS_Combi,Total_DOS_Slab,Total_DOS_Ads,Delta_DOS,Nb_d_proj,S_p_proj
-16.5858,18.001196156394705,37.83559559193354,0.0,-19.834399435538835,2.505336287572668,0.0008407427494879072
-16.5358,26.891260251102068,43.81192512279983,0.0,-16.92066487169776,4.623991124936143,0.001123921551090501
-16.4858,34.565752114087374,46.91034007059355,0.0,-12.344587956506174,6.524802032215295,0.0013285076212520995
-16.4358,38.33344120733163,50.0225575519418,0.0,-11.68911634461017,7.424890177880094,0.0014213299927630977
-16.3858,44.00313070960286,62.150176630403124,0.0,-18.147045920800267,8.759699822036037,0.0015848529357071223
-16.3358,50.191976942610495,76.3357813844173,0.0,-26.143804441806807,10.503738556206756,0.001719699637060648
-16.2858,52.253224747454716,80.74939578359549,0.0,-28.496171036140773,11.182672163081467,0.0017638491717367685
-16.2358,53.981829538736235,81.97147489021434,0.0,-27.989645351478103,11.30853242781404,0.0019424357102919825
-16.1858,56.66572710588704,77.93147194542132,0.0,-21.26574483953428,11.387789797130722,0.002230727960538031
-16.1358,65.41271554403427,69.92889516922529,0.0,-4.516179625191015,12.369892947266948,0.0027756118823562903
-16.0858,80.19839196716836,67.88769611275123,0.0,12.310695854417133,14.12920902759813,0.0038108117111094937
-16.0358,85.45844091465949,63.76558445664269,0.0,21.6928564580168,14.55807442296739,0.004821562257112449
-15.985800000000001,82.22440868965833,58.0134484759139,0.0,24.210960213744436,13.84308264308347,0.005621509346263476
-15.9358,82.98200270911113,57.19362766604452,0.0,25.78837504306661,14.087344252130965,0.007340202089941389
-15.8858,91.65081863105493,58.109990993481524,0.0,33.54082763757341,16.05465178833314,0.011752099385880392
-15.835799999999999,93.25724021900544,58.71705148533579,0.0,34.54018873366965,16.416996886990788,0.021869623302919007
-15.785799999999998,83.83898593679544,57.418785397515386,0.0,26.420200539280053,14.327517568197308,0.04743791125949544
-15.735800000000001,79.02472144106284,55.66999951439724,0.0,23.354721926665597,13.106280939111446,0.11339508773411394
-15.6858,81.3966248249944,63.29423841021899,0.0,18.102386414775417,13.410531389283237,0.28907848403104225
-15.6358,88.07567519836269,74.06958916781251,0.0,14.006086030550179,14.176749701712245,0.6688147178484559
-15.585799999999999,94.58499238903221,72.47688138539482,0.0,22.10811100363739,14.9310766554988,0.9192563737769563
-15.535799999999998,85.24131393420303,63.465709274328105,0.0,21.77560465987493,13.56285365078688,0.6054649196974429
-15.485800000000001,79.5716194483806,57.710083188634606,0.0,21.861536259745996,12.778708139330305,0.23140142773779354
-15.4358,81.56811985421406,53.944845605608535,0.0,27.623274248605526,13.43759435491302,0.09970196896274824
-15.3858,79.44341416484701,51.7721736386555,0.0,27.67124052619151,13.744414238225463,0.06719794555305794
-15.335799999999999,77.85086115502526,55.01432277336964,0.0,22.836538381655615,13.819302186399675,0.057785232630707006
-15.285799999999998,78.54295203532712,65.74793371527467,0.0,12.79501832005245,13.564750823556532,0.058641605623590096
-15.235800000000001,77.62103249802374,75.91316686457404,0.0,1.7078656334496998,12.880952543209881,0.06651871634535689
-15.1858,75.68500093167708,77.79119092979036,0.0,-2.1061899981132797,12.029513285393387,0.0742191585282669
-15.1358,72.00034521459159,78.7415017012758,0.0,-6.741156486684204,11.046523250788939,0.08184994450571562
-15.085799999999999,69.4298918593898,82.68885136321404,0.0,-13.258959503824244,10.673081631432238,0.08935823754938527
-15.035799999999998,71.86318302619874,86.75576262610446,0.0,-14.892579599905716,10.9360611393803,0.09490120008713715
-14.985800000000001,73.4519316618265,90.19480815570255,0.0,-16.74287649387604,10.599915777004,0.09651516340839925
-14.9358,70.27707416795684,81.66207422221225,0.0,-11.385000054255414,9.454376837771147,0.09512055802705888
-14.8858,67.48188800265333,62.692185480877775,0.0,4.78970252177556,8.350020529787473,0.10541567864876211
-14.835799999999999,62.20103137208119,51.32196354584792,0.0,10.879067826233268,6.96246774148103,0.11640898943029214
-14.785799999999998,51.879730088873856,52.169107430743765,0.0,-0.2893773418699084,5.36316117407686,0.11281860496316333
-14.735800000000001,44.1422220073377,53.33517568231309,0.0,-9.192953674975392,4.2127595017295025,0.14683396964487813
-14.6858,42.424162007225306,46.59249243576007,0.0,-4.168330428534766,3.595843199424422,0.2733733306649091
-14.6358,42.33800400576939,38.08712348654022,0.0,4.25088051922917,3.169374781977366,0.47182233720235967
-14.585799999999999,39.8921967998541,32.206747622904835,0.0,7.6854491769492626,2.6594063739468936,0.6718820076782301
-14.535799999999998,40.21924559756313,26.360451044842165,0.0,13.858794552720965,2.512025556550444,1.0479518797763654
-14.485800000000001,42.42426360714424,21.930306343261087,0.0,20.493957263883154,2.6294574681711835,1.491482903882587
-14.4358,35.30581626113216,18.39780946953275,0.0,16.90800679159941,2.1403624909103667,1.3098453160723995
-14.3858,23.916714500041152,14.841779375855596,0.0,9.074935124185556,1.3318551739722695,0.6822576494396879
-14.335799999999999,13.975057347770786,9.770064194384979,0.0,4.204993153385807,0.6841529545455035,0.2343174100108844
-14.285799999999998,5.377771281089377,3.879884671850796,0.0,1.4978866092385807,0.2388723993642513,0.0567438623796422
-14.235800000000001,1.0034085974292002,0.7264880441138963,0.0,0.27692055331530385,0.04244910644492312,0.0083122850946632
-14.1858,0.07695636279604645,0.05569542392631468,0.0,0.021260938869731773,0.0031895621871600457,0.0005756337862473126
-14.1358,0.002234971431066187,0.0016158174293485646,0.0,0.0006191540017176226,9.151619155467732e-05,1.5800712695139484e-05
-14.085799999999999,0.0,0.0,0.0,0.0,0.0,0.0
