cp_no,cp_type,bond_type,atom1,atom2,x_bohr,y_bohr,z_bohr,x_ang,y_ang,z_ang,rho,laplacian,G_ked,V_ped,H_ted,abs_V_over_G
346,"(3,-1)",Sc-N,Sc,N,16.9485004053,23.2618842337,31.4768963311,8.968760173753143,12.309659019533287,16.65685620890948,0.0653216089,0.08805433185,0.04509601384138101,-0.06710959680388101,-0.0220135829625,1.4881491973975733
347,"(3,-1)",N-Sc,N,Sc,0.0169399645,8.4519895097,29.4282886828,0.008964243167193813,4.4726002354681444,15.572779727312707,0.06523311696,0.1369662958,0.0531793543175341,-0.0874209282675341,-0.03424157395,1.6438884862261292
348,"(3,-1)",N-Sc,N,Sc,8.4630496036,25.363180214,29.4248912216,4.47845298511066,13.42161696570585,15.57098186827068,0.06494169971,0.1435614614,0.05405290109847691,-0.08994326644847692,-0.03589036535000001,1.6639859215810218
349,"(3,-1)",N-Sc,N,Sc,12.6925275868,12.64754194,29.4367113178,6.716596347907983,6.692790968802926,15.577236793810602,0.06457078582,0.1620355763,0.056845692721707114,-0.09735458679670711,-0.040508894074999996,1.7126114950048144
350,"(3,-1)",Sc-N,Sc,N,19.094844323,8.4210793598,31.4505727669,10.104556461796736,4.456243288554943,16.64292637862465,0.06455926532,0.2141113214,0.06551611091760948,-0.11904394126760948,-0.05352783035,1.8170178235596817
351,"(3,-1)",Sc-N,Sc,N,4.128528713,14.8483591852,31.4828051956,2.184723309548477,7.8574133003625,16.659983045345296,0.06447576276,0.1916654566,0.06171085448654842,-0.10962721863654842,-0.04791636415,1.7764657376514643
352,"(3,-1)",Sc-N,Sc,N,2.1157221683,0.0019186714,31.4743416882,1.1195919561026089,0.0010153171801239717,16.65550435010476,0.06418359818,0.08551270311,0.04379426195003315,-0.06517243772753314,-0.021378175777499994,1.4881501554219894
353,"(3,-1)",N-Sc,N,Sc,23.2553054803,16.9286798676,31.4860781761,12.306177693157744,8.958271596894123,16.66171503203768,0.06412987363,0.1067058237,0.04728524671530157,-0.07396170264030157,-0.026676455924999995,1.5641602355511757
354,"(3,-1)",N-Sc,N,Sc,25.3774559076,23.2608213067,31.4750915611,13.429171337429047,12.309096542788016,16.65590116575453,0.06403488816,0.08850615495,0.04417917939286768,-0.06630571813036767,-0.022126538737499993,1.5008363451194415
355,"(3,-1)",N-Sc,N,Sc,8.5039858996,6.281535915,31.4668022151,4.5001155400533355,3.3240456557935105,16.6515146327579,0.0638552056,0.2155416937,0.06521427177822782,-0.11909969520322783,-0.05388542342500001,1.8262826825429643
356,"(3,-1)",N-Sc,N,Sc,21.1602689732,19.0244911308,31.4829995246,11.197532117554989,10.067327155769021,16.660085879823516,0.06376551814,0.1077232042,0.04717598893183189,-0.0741067899818319,-0.02693080105000001,1.5708582196107077
357,"(3,-1)",N-Sc,N,Sc,16.9642694562,6.2927514767,31.4513892638,8.977104796127263,3.3299806754528176,16.643358450176915,0.06371551244,0.1988282935,0.06232198655758779,-0.1120290599325878,-0.04970707337500001,1.7975848672453478
358,"(3,-1)",N-Sc,N,Sc,12.7155103129,2.0876199076,31.4890292068,6.728758282804918,1.1047208801648363,16.663276650232845,0.06371211342,0.1545092732,0.05493288843659516,-0.09356020673659515,-0.03862731829999999,1.7031728969537903
359,"(3,-1)",Sc-N,Sc,N,0.0012681023,2.114128778,31.4794737019,0.0006710508382752372,1.1187487702677479,16.65822009480093,0.06363153451,0.2486762106,0.0705658928518339,-0.1327349455018339,-0.06216905265,1.8810071004208135
360,"(3,-1)",Sc-N,Sc,N,23.2891069979,4.211423479,31.4813807323,12.324064685966176,2.228589330620223,16.659229251829142,0.06355229455,0.1503539083,0.0541184295922903,-0.09170690666729031,-0.03758847707500001,1.694559641848049
361,"(3,-1)",N-Sc,N,Sc,14.8131845621,25.3722003425,31.4837645725,7.8387996914152795,13.42639021214762,16.660490725737457,0.06355046537,0.2470359343,0.07023070661048422,-0.13198969018548423,-0.06175898357500001,1.879372948894415
362,"(3,-1)",N-Sc,N,Sc,21.1633863059,2.0876432775,31.4778847442,11.199181738978686,1.1047332469833375,16.657379254596975,0.06318680675,0.1517446841,0.0540722261705632,-0.0920083971955632,-0.03793617102499999,1.701583302772401
364,"(3,-1)",N-Sc,N,Sc,23.2576603168,25.3753712064,31.4761891055,12.307423818968989,13.428068161062429,16.65648196123898,0.0630140577,0.09892375256,0.04513771247104232,-0.06986865061104232,-0.02473093814,1.5478996782538748
367,"(3,-1)",N-Sc,N,Sc,6.3360692102,21.226060827,31.5132492451,3.352903432849723,11.23234766725013,16.676093342548814,0.06273325901,0.2421888881,0.06880276805955682,-0.12934999008455683,-0.060547222025000014,1.8800114258860825
368,"(3,-1)",Sc-N,Sc,N,23.2692779746,8.4318224714,31.4880001438,12.313571618721015,4.461928298388034,16.662732093544644,0.06265155517,0.2467703777,0.06950464711191826,-0.13119724153691825,-0.061692594425,1.8876038795745689
369,"(3,-1)",Sc-N,Sc,N,16.9482675365,2.1130669202,31.4783401054,8.96863694489105,1.1181868593187503,16.657620221366752,0.06259268178,0.2467617519,0.06945878167107271,-0.1311492196460727,-0.061690437975,1.8881589410413173
370,"(3,-1)",N-Sc,N,Sc,8.4618799947,2.1056725868,31.4963392969,4.477834054735091,1.1142739465935256,16.66714498332354,0.06245050995,0.2444755634,0.06897057753752232,-0.13008946838752233,-0.06111889085000001,1.886158896041566
384,"(3,-1)",N-Sc,N,Sc,0.0082897634,10.5752376846,31.4936827948,0.004386753875198697,5.596174782752707,16.665739222951455,0.06220770396,0.08866097842,0.04281882263887174,-0.06498406724387173,-0.022165244604999995,1.517651893232533
421,"(3,-1)",Sc-N,Sc,N,23.2774277827,12.6782933894,31.4860082804,12.317884311440906,6.7090639350281664,16.661678044826097,0.06203189319,0.1239782133,0.048573066274427014,-0.07956761959942701,-0.030994553325,1.6381016415535241
485,"(3,-1)",N-Sc,N,Sc,12.7150042217,23.2797001423,31.4911237505,6.728490470875231,12.319086792356243,16.66438503502616,0.06090881488,0.129424498,0.0486436948415642,-0.0809998193415642,-0.03235612449999999,1.6651658474009032
486,"(3,-1)",Sc-N,Sc,N,19.0708555233,16.926869478,31.4863652726,10.091862135678172,8.957313579974917,16.661866956962815,0.06089865962,0.1684815907,0.05514568763884342,-0.09726608531384343,-0.042120397675000004,1.763802202465081
494,"(3,-1)",N-Sc,N,Sc,25.3774533305,14.7747346231,31.4897250611,13.429169973686456,7.818452859935216,16.663644880470525,0.06054523189,0.1476597066,0.05141408834284246,-0.08832901499284246,-0.03691492665,1.717992438256256
497,"(3,-1)",Sc-N,Sc,N,10.6207483941,25.3637073642,31.49791492,5.620258013072907,13.421895921578422,16.667978767161056,0.06036184114,0.17901278,0.056504421584683946,-0.10125761658468395,-0.044753195,1.792029964114008
498,"(3,-1)",Sc-N,Sc,N,0.0018450731,19.0701653834,31.4859281064,0.0009763706370015183,10.091496929370745,16.66163561857239,0.06032521329,0.1627906982,0.053773775324354234,-0.09447144987435424,-0.04069767455000001,1.7568312677419167
504,"(3,-1)",Sc-N,Sc,N,14.8635106773,21.1469600383,31.4897024126,7.865431124693255,11.190489332504292,16.663632895400465,0.06009521663,0.1948482029,0.05894761536164228,-0.10765966608664228,-0.048712050725,1.8263616844575081
508,"(3,-1)",Sc-N,Sc,N,14.8616381371,4.2195968929,31.4871981564,7.864440219092883,2.23291451499152,16.66230770008912,0.05988458109,0.192934741,0.05847423852637712,-0.10670792377637711,-0.04823368524999999,1.8248706860584816
510,"(3,-1)",N-Sc,N,Sc,16.9340040572,19.0752239071,31.4869865841,8.96108903669706,10.094173784833684,16.662195740849498,0.05983590958,0.1732876435,0.05516408117220171,-0.09848599204720171,-0.043321910875,1.7853282417550858
525,"(3,-1)",Sc-N,Sc,N,4.1941798704,8.4248475759,29.5378498759,2.219464405915079,4.458237342640885,15.630757013902432,0.05848903646,0.2108203871,0.06044093631906869,-0.11314603309406869,-0.052705096775,1.8720099320892207
530,"(3,-1)",N-Sc,N,Sc,4.1714113878,10.5431793232,31.518107098,2.2074158437959306,5.57921022848039,16.678664007597497,0.05468044724,0.1404189616,0.046021220254799336,-0.08112596065479934,-0.0351047404,1.7627946457230041
531,"(3,-1)",Sc-N,Sc,N,8.3689861418,14.6592691929,31.519555589,4.428676744745856,7.757351185624302,16.67943051602492,0.05364719015,0.1021761397,0.03893958418170089,-0.06448361910670089,-0.025544034925,1.655991466313707
532,"(3,-1)",N-Sc,N,Sc,12.7477902162,14.9044105462,31.477042896,6.745840072001981,7.88707440324475,16.65693376771448,0.05228710011,0.2074019444,0.05555926611981865,-0.10740975221981866,-0.05185048610000001,1.9332464181254605
533,"(3,-1)",N-Sc,N,Sc,12.7098110753,10.4629815987,31.3880010085,6.72574237614738,5.53677142030735,16.609814830032178,0.05052787483,0.21412103,0.0555152065656196,-0.1090454640656196,-0.053530257500000004,1.9642449485750655
534,"(3,-1)",N-Sc,N,Sc,6.3214847921,8.417430195,31.5297522287,3.345185691156674,4.454312233703892,16.68482634538212,0.0504910135,0.1233666276,0.040365369889890854,-0.07120702678989085,-0.0308416569,1.764062288643217
535,"(3,-1)",N-Sc,N,Sc,10.4052043902,12.6072718968,31.5398749567,5.506197038258575,6.671480979658723,16.690183062352062,0.04995829285,0.1321843617,0.0414879670120148,-0.0745340574370148,-0.033046090425,1.7965222883885814
536,"(3,-1)",Sc-N,Sc,N,8.4659673732,19.1049018263,31.4327733139,4.479997002289695,10.10987866334185,16.63350731373021,0.04853825999,0.1739520242,0.047536239256980736,-0.09102424530698074,-0.04348800605,1.914839009769031
537,"(3,-1)",Sc-N,Sc,N,14.9013192889,12.6679257239,31.438470975,7.8854385803285005,6.703577602715124,16.636522386139873,0.04765164572,0.1942808749,0.05036326800625656,-0.09893348673125657,-0.04857021872500001,1.9643976780650174
538,"(3,-1)",S-N,S,N,7.4612893513,9.0746062165,33.514186068,3.94834428878803,4.802074807844764,17.734943509718164,0.03462578502,0.07722328207,0.023432266659345183,-0.042738087176845185,-0.019305820517500002,1.8238989764910565
539,"(3,-1)",S-Sc,S,Sc,5.1961199334,8.898474307,33.6263086821,2.7496682539624286,4.708869815221541,17.79427624192866,0.03394883018,0.07997100009,0.023548320746891373,-0.04354107076939137,-0.0199927500225,1.849009584903809
540,"(3,-1)",S-Li,S,Li,11.7314404711,8.1981277905,38.1020847525,6.20801094857071,4.338262398942532,20.16275493956541,0.03164659176,0.1412984581,0.032640781495286875,-0.06796539602028687,-0.03532461452499999,2.082223307983623
541,"(3,-1)",Li-S,Li,S,10.7752649913,13.2290301107,36.4625141267,5.702024675020053,7.000501257156925,19.295131528698207,0.02025789003,0.08569067308,0.018604185305827494,-0.0400268535758275,-0.021422668270000004,2.151497252786966
542,"(3,-1)",Li-S,Li,S,9.1696396525,14.7939419728,36.4265538427,4.852364336451389,7.828616951678628,19.276102165907197,0.01890839145,0.08249785085,0.017602883310162368,-0.03822734602266237,-0.0206244627125,2.1716525269808065
543,"(3,-1)",S-Li,S,Li,8.6303984202,13.6374055559,38.5556126537,4.567010165129811,7.2166042362560745,20.402751569396827,0.01753590082,0.05544569331,0.012639408047914542,-0.026500831375414542,-0.0138614233275,2.096682951840224
544,"(3,-1)",S-S,S,S,12.2924794254,11.9505436861,37.6884948526,6.504899977624657,6.323955376788014,19.943892589871645,0.01445862863,0.03082307173,0.007601025759531784,-0.015306793692031783,-0.0077057679325,2.013780004999571
545,"(3,-1)",S-S,S,S,10.3451443296,14.4439884312,35.0785227876,5.474414622902581,7.643429512583162,18.562754851935832,0.01207310751,0.02071222922,0.005276355467910195,-0.010454412772910194,-0.005178057304999999,1.9813700643355008
546,"(3,-1)",S-S,S,S,9.8160495157,11.0859150118,35.4826848424,5.194429704970743,5.8664135864404825,18.776628200854592,0.01176658544,0.01713807351,0.004604122542048134,-0.008888640919548135,-0.004284518377500001,1.9305830456011368
547,"(3,-1)",S-Li,S,Li,10.6903027204,12.8533150134,38.4402628472,5.657064577471761,6.801681389867174,20.341711080512997,0.01163345558,0.04382029482,0.009018325962773173,-0.019973399667773173,-0.010955073705,2.2147569016934567
155,"(3,-1)",S-N,S,N,8.2790436049398,17.0061259905306,33.159666458563194,4.381081519213086,8.999254967816382,17.547341074300043,0.180104779,-0.189930508,0.13326643049968728,-0.08578380349968728,0.047482627,0.6437015171640587
