cp_no,cp_type,bond_type,atom1,atom2,x_bohr,y_bohr,z_bohr,x_ang,y_ang,z_ang,rho,laplacian,G_ked,V_ped,H_ted,abs_V_over_G
311,"(3,-1)",S-S,S,S,6.9707088987,11.5008514705,36.8610778812,3.6887402931492907,6.085988504364371,19.506042384678324,0.1478897202,-0.1453625208,0.09452244343378008,-0.05818181323378008,0.0363406302,0.6155343759658596
312,"(3,-1)",S-Nb,S,Nb,12.5619375502,16.7001455773,34.359046229,6.6474910765660535,8.837336458553587,18.182024253333566,0.1426786353,0.2167127788,0.14797674050005258,-0.20215493520005257,-0.05417819469999999,1.3661264230913421
313,"(3,-1)",S-S,S,S,17.9711810461,9.9871202275,36.0067455531,9.509939462913566,5.284956427111166,19.05394918609557,0.136856202,-0.1249328929,0.0835319216079164,-0.05229869838291641,0.031233223224999995,0.6260923653641892
314,"(3,-1)",S-S,S,S,6.2982676905,5.8107833901,36.0571506404,3.33289973008634,3.0749341476333805,19.080622409609166,0.1360710298,-0.1007308269,0.08656967411887419,-0.061386967393874184,0.025182706725000004,0.7091047531215138
321,"(3,-1)",N-Nb,N,Nb,12.5117219639,12.5956086124,29.4125268457,6.620918132663107,6.665309035349764,15.564438922317152,0.1060666288,0.1994304317,0.1014774906773448,-0.1513350986023448,-0.04985760792499999,1.4913169175962968
323,"(3,-1)",N-Nb,N,Nb,2.1301292906,12.4344641767,31.3995718679,1.1272158768987062,6.580035072310761,16.61593786513742,0.09501678696,0.3123603418,0.10886713992845681,-0.18695722537845683,-0.07809008545000001,1.7172971155604688
324,"(3,-1)",N-Nb,N,Nb,8.2989184022,18.6176037512,31.3390738943,4.391598493728859,9.852011627073747,16.583923716201458,0.09331161027,0.3147261954,0.10757252806808906,-0.18625407691808907,-0.07868154885,1.7314279050892787
325,"(3,-1)",Nb-N,Nb,N,8.2703512349,14.7120797264,31.458782791,4.3764813998131595,7.78529731644903,16.647270936279476,0.09179810085,0.3378096009,0.10993781011853254,-0.19439021034353254,-0.084452400225,1.7681833950844144
326,"(3,-1)",Nb-N,Nb,N,6.0437195136,12.4978975926,31.5097601598,3.1981986357896273,6.613602590415851,16.6742469981211,0.09068346722,0.3331115739,0.10807376614532437,-0.19135165962032435,-0.08327789347499999,1.770565294847022
328,"(3,-1)",N-Nb,N,Nb,16.6032741356,18.6419880496,31.3287595699,8.786074299216983,9.864915242091298,16.578465610782942,0.08746151677,0.3255531652,0.10373892599232103,-0.185127217292321,-0.08138829129999998,1.7845491990733018
330,"(3,-1)",N-Nb,N,Nb,12.4475193185,2.0929795643,31.3982968639,6.586943555836649,1.107557088348831,16.615263162076786,0.08676549075,0.3233398934,0.10271551235443765,-0.18355048570443766,-0.08083497335,1.7869792156715818
331,"(3,-1)",Nb-N,Nb,N,22.8411936665,12.4463571418,31.3800461751,12.087039158522039,6.586328558411948,16.605605313480233,0.08631856737,0.1707703236,0.07686880896051923,-0.11956138986051923,-0.0426925809,1.555395373979678
333,"(3,-1)",N-Nb,N,Nb,12.4696741603,18.7347024844,31.8554019796,6.598667393228747,9.913977608110788,16.857152772300175,0.08606395228,0.2574739319,0.09108166596319667,-0.15545014893819667,-0.064368482975,1.7067117437334682
334,"(3,-1)",Nb-N,Nb,N,6.3282468651,8.2221416789,31.3486331501,3.3487640260868514,4.350970001429388,16.588982256524172,0.08599043087,0.226000513,0.08576753338118309,-0.1422676616311831,-0.056500128250000003,1.658758926864461
342,"(3,-1)",N-Nb,N,Nb,14.5594305907,8.2436255438,31.1835771764,7.704518872569954,4.362338773136953,16.501638396715922,0.08474135074,0.3278897235,0.10159021187576213,-0.18356264275076212,-0.08197243087499999,1.80689300043243
343,"(3,-1)",N-Nb,N,Nb,8.2744709414,22.8117906751,31.4130991007,4.37866145460864,12.071479765540282,16.623096168461988,0.08430997765,0.1677501618,0.07450270051834118,-0.11644024096834119,-0.041937540450000005,1.5628996017355876
353,"(3,-1)",N-Nb,N,Nb,4.1825189442,4.164416863,29.440396722,2.2132937095118193,2.203714500670556,15.579187025726272,0.08356421594,0.1447682925,0.06998823623837609,-0.1061803093633761,-0.036192073125,1.5171165194352345
356,"(3,-1)",Nb-N,Nb,N,16.6190679375,22.8586974824,31.4551984006,8.794432019256247,12.09630177900046,16.645374158564753,0.083289628,0.3141727651,0.09797143296823566,-0.17651462424323566,-0.07854319127500001,1.8016948297619095
357,"(3,-1)",N-Nb,N,Nb,4.1123915262,18.7372966739,31.4510121014,2.176183878045558,9.915350394074997,16.64315886443002,0.08327463549,0.2823831357,0.09265947908692061,-0.16325526301192061,-0.070595783925,1.761884101018705
360,"(3,-1)",N-Nb,N,Nb,24.8835607876,22.8654388565,31.4127836598,13.167813295340448,12.099869160544465,16.622929244326315,0.08279072473,0.2979452215,0.0948124206791234,-0.1692987260541234,-0.074486305375,1.785617589356634
362,"(3,-1)",Nb-N,Nb,N,0.0336258232,14.587419734,31.4521565942,0.01779401933586503,7.719330089357488,16.643764503937845,0.08259623117,0.2791074491,0.09149613256119615,-0.16127299483619617,-0.06977686227500002,1.762620892509643
363,"(3,-1)",N-Nb,N,Nb,14.6084687153,24.8664369824,31.4561763822,7.730468730574531,13.158751767864374,16.64589168414017,0.08252701912,0.254011928,0.08725074693171725,-0.15075372893171723,-0.06350298199999999,1.727821643173985
364,"(3,-1)",N-Nb,N,Nb,20.8538752285,12.503507786,29.5058634829,11.035395530291309,6.616571376911985,15.6138305436673,0.08246905961,0.2763047785,0.09091366010655617,-0.1599898547315562,-0.06907619462500002,1.7597999524388155
410,"(3,-1)",Nb-N,Nb,N,18.6141248932,24.8456656242,31.4482882787,9.85017069470012,13.147760038465076,16.641717479530595,0.08176609768,0.2823849889,0.09129149331242739,-0.16188774053742738,-0.07059624722499999,1.773305865239799
411,"(3,-1)",N-Nb,N,Nb,22.903996684,16.5968293444,31.4485769605,12.120273084160049,8.782663862584805,16.641870243360362,0.08169303739,0.2549988983,0.08666130057779886,-0.15041102515279886,-0.063749724575,1.735619292001851
412,"(3,-1)",Nb-N,Nb,N,6.0998196968,20.7297436554,31.451218281,3.2278855742675043,10.969707930651138,16.643267969975696,0.08166256893,0.1749551689,0.07329323144291533,-0.11703202366791533,-0.043738792225,1.5967644128102894
413,"(3,-1)",N-Nb,N,Nb,2.0223663945,16.613314836,31.4411064681,1.0701902080998464,8.791387609050338,16.637917029027932,0.08148808365,0.2852196803,0.0915135961330639,-0.1628185162080639,-0.071304920075,1.7791729654172939
452,"(3,-1)",N-Nb,N,Nb,20.8285237226,4.2203745395,29.4948277069,11.021980091106524,2.2333260278503895,15.607990662503282,0.08049532761,0.2858671809,0.09073220332481044,-0.16219899854981046,-0.07146679522500002,1.787667361820339
458,"(3,-1)",N-Nb,N,Nb,16.4813601271,16.558330009,29.4392038507,8.721560184226876,8.762290891655558,15.578555785418752,0.08022273223,0.1374290216,0.06574959255041835,-0.10010684795041835,-0.03435725540000001,1.5225470465638864
459,"(3,-1)",Nb-N,Nb,N,18.8332233391,12.4754438848,31.4572245094,9.96611259921839,6.601720599947434,16.64644632916856,0.07995048518,0.3140171584,0.09493889014366673,-0.17344317974366674,-0.07850428960000001,1.8268928516143703
460,"(3,-1)",N-Nb,N,Nb,22.8681164552,24.8589371835,31.4141059024,12.101286084756493,13.154783045200011,16.623628944977543,0.07988129992,0.2880239953,0.0905452701834098,-0.1625512690084098,-0.072005998825,1.7952485942020342
462,"(3,-1)",Nb-N,Nb,N,8.2795760562,1.926837574,31.5349186451,4.381362965019929,1.0196385333051792,16.687560295203124,0.0798257853,0.3065672333,0.09358654685272741,-0.17022835517772741,-0.076641808325,1.8189404449937392
463,"(3,-1)",N-Nb,N,Nb,24.8934553959,18.6128862277,31.4335020031,13.173049296563786,9.849515221145566,16.63389291944869,0.07970748895,0.2721822852,0.08775082360875838,-0.15579639490875838,-0.0680455713,1.775440827807893
466,"(3,-1)",Nb-N,Nb,N,18.7497179313,20.7413681385,31.432054385,9.921923440422047,10.975859342196383,16.633126872940057,0.07932079101,0.2547030073,0.08449543268194437,-0.1481711845069444,-0.06367575182500002,1.753599926101174
468,"(3,-1)",N-Nb,N,Nb,12.5039773125,4.1996198181,29.5471105652,6.616819839635707,2.222343102266516,15.635657559637401,0.07930651596,0.2154107109,0.07793410627092509,-0.13178678399592508,-0.05385267772499999,1.6910026983281239
469,"(3,-1)",Nb-N,Nb,N,16.6009441585,1.9849334229,31.5741867237,8.784841328433696,1.0503815325921109,16.708340067514857,0.07927899012,0.2376782814,0.08162105641861653,-0.14104062676861653,-0.059419570350000006,1.7279931546738385
472,"(3,-1)",Nb-N,Nb,N,12.4632697005,22.7376839339,31.3396309119,6.595278299054334,12.032264166921697,16.58421847722146,0.07871200417,0.2338201118,0.0804785026646748,-0.13893353061467478,-0.05845502794999999,1.726343383817182
476,"(3,-1)",N-Nb,N,Nb,16.5758196543,6.2827470038,31.2844454379,8.771546013375392,3.3246865363868707,16.555015582006842,0.0783066328,0.2767211757,0.08727300680929523,-0.15645330073429523,-0.069180293925,1.7926883288915374
