atom_index,element,region,q_combi,q_ref,delta_q
6,Ti,surface_metal,10.3064,10.3124,-0.0060
7,Ti,surface_metal,10.3037,10.3124,-0.0087
14,Ti,surface_metal,10.3140,10.3124,0.0016
15,Ti,surface_metal,10.2993,10.3124,-0.0131
22,Ti,surface_metal,10.3059,10.3124,-0.0065
23,Ti,surface_metal,10.3069,10.3124,-0.0055
30,Ti,surface_metal,10.2981,10.3124,-0.0143
31,Ti,surface_metal,10.3156,10.3124,0.0032
38,Ti,surface_metal,10.3450,10.3124,0.0325
39,Ti,surface_metal,10.3468,10.3124,0.0344
46,Ti,surface_metal,10.3143,10.3124,0.0019
47,Ti,surface_metal,10.2993,10.3124,-0.0131
54,Ti,surface_metal,10.3031,10.3124,-0.0093
55,Ti,surface_metal,10.3052,10.3124,-0.0072
62,Ti,surface_metal,10.2971,10.3124,-0.0153
63,Ti,surface_metal,10.3298,10.3124,0.0174
70,Ti,surface_metal,10.3063,10.3124,-0.0061
71,Ti,surface_metal,10.3033,10.3124,-0.0091
79,N,surface_N,6.6243,6.6166,0.0077
80,N,surface_N,6.6331,6.6166,0.0165
87,N,surface_N,6.6375,6.6166,0.0209
88,N,surface_N,6.6029,6.6166,-0.0137
95,N,surface_N,6.6254,6.6166,0.0088
96,N,surface_N,6.6244,6.6166,0.0077
103,N,surface_N,6.6296,6.6166,0.0130
104,N,surface_N,6.5837,6.6166,-0.0329
111,N,surface_N,6.7450,6.6166,0.1283
112,N,surface_N,6.7478,6.6167,0.1311
119,N,surface_N,6.5902,6.6166,-0.0264
120,N,surface_N,6.6293,6.6166,0.0127
127,N,surface_N,6.6294,6.6166,0.0128
128,N,surface_N,6.6322,6.6166,0.0156
135,N,surface_N,6.6015,6.6166,-0.0151
136,N,surface_N,6.6379,6.6166,0.0213
143,N,surface_N,6.6343,6.6166,0.0176
144,N,surface_N,6.6235,6.6166,0.0069
145,S,adsorbate_S,6.6516,6.7094,-0.0577
146,S,adsorbate_S,6.6435,6.7105,-0.0670
147,S,adsorbate_S,6.2095,6.1746,0.0348
148,S,adsorbate_S,6.1993,6.1678,0.0315
149,Li,adsorbate_Li,2.1376,2.1189,0.0187
150,Li,adsorbate_Li,2.1373,2.1188,0.0186
