atom_index,element,region,q_combi,q_ref,delta_q
6,Zr,surface_metal,10.0606,10.1761,-0.1155
7,Zr,surface_metal,10.1272,10.1761,-0.0489
14,Zr,surface_metal,10.0127,10.1761,-0.1634
15,Zr,surface_metal,10.1518,10.1761,-0.0243
22,Zr,surface_metal,10.1463,10.1761,-0.0297
23,Zr,surface_metal,10.1686,10.1761,-0.0075
30,Zr,surface_metal,10.1393,10.1761,-0.0367
31,Zr,surface_metal,10.0079,10.1761,-0.1682
38,Zr,surface_metal,10.0029,10.1763,-0.1734
39,Zr,surface_metal,10.0274,10.1763,-0.1489
46,Zr,surface_metal,10.1626,10.1763,-0.0136
47,Zr,surface_metal,10.1389,10.1761,-0.0372
54,Zr,surface_metal,10.1709,10.1761,-0.0052
55,Zr,surface_metal,10.1497,10.1761,-0.0264
62,Zr,surface_metal,10.1471,10.1761,-0.0290
63,Zr,surface_metal,10.1645,10.1763,-0.0118
70,Zr,surface_metal,10.1772,10.1761,0.0012
71,Zr,surface_metal,10.1782,10.1761,0.0021
79,N,surface_N,6.7425,6.7679,-0.0254
80,N,surface_N,6.6758,6.7658,-0.0900
87,N,surface_N,6.7265,6.7618,-0.0353
88,N,surface_N,6.7213,6.7638,-0.0425
95,N,surface_N,6.7481,6.7618,-0.0137
96,N,surface_N,6.7664,6.7658,0.0006
103,N,surface_N,6.7259,6.7637,-0.0378
104,N,surface_N,6.7157,6.7638,-0.0481
111,N,surface_N,6.7309,6.7619,-0.0310
112,N,surface_N,6.8057,6.7681,0.0377
119,N,surface_N,6.7074,6.7619,-0.0545
120,N,surface_N,6.7533,6.7638,-0.0104
127,N,surface_N,6.7514,6.7598,-0.0085
128,N,surface_N,6.7466,6.7639,-0.0173
135,N,surface_N,6.7144,6.7638,-0.0494
136,N,surface_N,6.7569,6.7638,-0.0068
143,N,surface_N,6.7585,6.7638,-0.0053
144,N,surface_N,6.7505,6.7639,-0.0133
145,S,adsorbate_S,7.2771,6.7094,0.5678
146,S,adsorbate_S,7.2780,6.7105,0.5676
147,S,adsorbate_S,6.6133,6.1746,0.4387
148,S,adsorbate_S,6.6790,6.1678,0.5113
149,Li,adsorbate_Li,2.1273,2.1189,0.0084
150,Li,adsorbate_Li,2.1434,2.1188,0.0246
