atom_index,element,region,q_combi,q_ref,delta_q
6,Sc,surface_metal,9.2314,9.2338,-0.0024
7,Sc,surface_metal,9.2318,9.2338,-0.0020
14,Sc,surface_metal,9.2710,9.2337,0.0373
15,Sc,surface_metal,9.2354,9.2337,0.0017
22,Sc,surface_metal,9.2216,9.2337,-0.0121
23,Sc,surface_metal,9.2336,9.2338,-0.0001
30,Sc,surface_metal,9.2240,9.2337,-0.0097
31,Sc,surface_metal,9.2362,9.2337,0.0025
38,Sc,surface_metal,9.2595,9.2337,0.0258
39,Sc,surface_metal,9.2606,9.2337,0.0269
46,Sc,surface_metal,9.2314,9.2337,-0.0023
47,Sc,surface_metal,9.2222,9.2337,-0.0115
54,Sc,surface_metal,9.2305,9.2338,-0.0033
55,Sc,surface_metal,9.2094,9.2337,-0.0244
62,Sc,surface_metal,9.2353,9.2337,0.0016
63,Sc,surface_metal,9.2729,9.2337,0.0391
70,Sc,surface_metal,9.2366,9.2337,0.0028
71,Sc,surface_metal,9.2324,9.2337,-0.0013
79,N,surface_N,6.7825,6.7796,0.0029
80,N,surface_N,6.7805,6.7796,0.0009
87,N,surface_N,6.7642,6.7795,-0.0154
88,N,surface_N,6.7344,6.7796,-0.0452
95,N,surface_N,6.7697,6.7796,-0.0099
96,N,surface_N,6.7791,6.7796,-0.0005
103,N,surface_N,6.7669,6.7795,-0.0126
104,N,surface_N,6.6981,6.7796,-0.0816
111,N,surface_N,6.8477,6.7795,0.0682
112,N,surface_N,6.8660,6.7797,0.0863
119,N,surface_N,6.7264,6.7795,-0.0531
120,N,surface_N,6.7738,6.7796,-0.0058
127,N,surface_N,6.7816,6.7796,0.0020
128,N,surface_N,6.7832,6.7796,0.0036
135,N,surface_N,6.7331,6.7795,-0.0465
136,N,surface_N,6.7651,6.7796,-0.0145
143,N,surface_N,6.7798,6.7795,0.0003
144,N,surface_N,6.7770,6.7796,-0.0026
145,S,adsorbate_S,6.6988,6.7094,-0.0106
146,S,adsorbate_S,6.6560,6.7105,-0.0545
147,S,adsorbate_S,6.2186,6.1746,0.0440
148,S,adsorbate_S,6.1729,6.1678,0.0052
149,Li,adsorbate_Li,2.1387,2.1189,0.0198
150,Li,adsorbate_Li,2.1349,2.1188,0.0162
