atom_index,element,region,q_combi,q_ref,delta_q
6,Nb,surface_metal,11.2735,11.3270,-0.0536
7,Nb,surface_metal,11.2570,11.3270,-0.0701
14,Nb,surface_metal,11.2977,11.3270,-0.0293
15,Nb,surface_metal,11.2628,11.3270,-0.0642
22,Nb,surface_metal,11.2329,11.3270,-0.0942
23,Nb,surface_metal,11.2791,11.3270,-0.0479
30,Nb,surface_metal,11.2480,11.3270,-0.0790
31,Nb,surface_metal,11.2428,11.3270,-0.0843
38,Nb,surface_metal,11.2869,11.3270,-0.0401
39,Nb,surface_metal,11.1149,11.3270,-0.2121
46,Nb,surface_metal,11.2507,11.3270,-0.0764
47,Nb,surface_metal,11.2880,11.3270,-0.0390
54,Nb,surface_metal,11.2469,11.3270,-0.0801
55,Nb,surface_metal,11.2138,11.3270,-0.1132
62,Nb,surface_metal,11.2494,11.3270,-0.0777
63,Nb,surface_metal,11.2576,11.3270,-0.0695
70,Nb,surface_metal,11.2035,11.3270,-0.1236
71,Nb,surface_metal,11.2398,11.3270,-0.0872
79,N,surface_N,6.6143,6.5809,0.0334
80,N,surface_N,6.6071,6.5810,0.0261
87,N,surface_N,6.6165,6.5810,0.0355
88,N,surface_N,6.5932,6.5810,0.0121
95,N,surface_N,6.6049,6.5810,0.0239
96,N,surface_N,6.6054,6.5810,0.0244
103,N,surface_N,6.6053,6.5810,0.0243
104,N,surface_N,6.5906,6.5810,0.0095
111,N,surface_N,6.5689,6.5810,-0.0121
112,N,surface_N,6.6368,6.5810,0.0557
119,N,surface_N,6.5621,6.5810,-0.0190
120,N,surface_N,6.5558,6.5810,-0.0252
127,N,surface_N,6.5962,6.5810,0.0152
128,N,surface_N,6.6130,6.5810,0.0320
135,N,surface_N,6.5157,6.5810,-0.0653
136,N,surface_N,6.4882,6.5810,-0.0928
143,N,surface_N,6.5604,6.5810,-0.0206
144,N,surface_N,6.6055,6.5810,0.0246
145,S,adsorbate_S,6.9246,6.6198,0.3048
146,S,adsorbate_S,6.6294,6.7395,-0.1101
147,S,adsorbate_S,6.4455,6.0360,0.4096
148,S,adsorbate_S,6.4911,6.0052,0.4859
149,S,adsorbate_S,6.4340,6.0531,0.3809
150,S,adsorbate_S,6.5553,6.1437,0.4116
151,S,adsorbate_S,6.0256,6.0077,0.0180
152,S,adsorbate_S,6.5916,6.1571,0.4346
153,Li,adsorbate_Li,2.1232,2.1199,0.0033
154,Li,adsorbate_Li,2.1244,2.1177,0.0067
