cp_no,cp_type,bond_type,atom1,atom2,x_bohr,y_bohr,z_bohr,x_ang,y_ang,z_ang,rho,laplacian,G_ked,V_ped,H_ted,abs_V_over_G
320,"(3,-1)",S-S,S,S,17.3831963361,6.2678959581,35.5547128806,9.198791354012162,3.3168277014440997,18.814743797217307,0.1409019481,-0.1264817694,0.08846580432406502,-0.05684536197406502,0.03162044235,0.6425687575939621
321,"(3,-1)",S-S,S,S,17.2208813948,9.4931749941,35.5574976143,9.112897986084384,5.0235718661533255,18.81621741482983,0.1378942424,-0.1121996418,0.08697665435131363,-0.05892674390131363,0.02804991045,0.6775006964891798
322,"(3,-1)",S-S,S,S,7.353332924,11.9074077651,36.5513418651,3.8912162076885286,6.301128830422769,19.34213714355705,0.1213853024,-0.05151489291,0.0768576318866291,-0.0639789086591291,0.0128787232275,0.8324340353538722
332,"(3,-1)",N-Ti,N,Ti,7.9574907216,17.9760542743,30.6990152289,4.210922745978067,9.51251826422062,16.245219256819908,0.08454555778,0.2929125257,0.09558005441628994,-0.16880818584128993,-0.07322813142499998,1.766144483513911
333,"(3,-1)",Ti-N,Ti,N,11.950183039,9.9113099658,30.749812642,6.32376453056151,5.244839364265644,16.272100090206116,0.08350021657,0.2432358924,0.08634097955738666,-0.14714995265738667,-0.06080897310000001,1.7042886635260286
334,"(3,-1)",N-Ti,N,Ti,13.9105929304,7.9547726017,30.6801222412,7.361168769152542,4.209484378870439,16.235221518282877,0.08199246029,0.166025723,0.07210253669090685,-0.11360896744090684,-0.04150643074999999,1.575658397816599
337,"(3,-1)",Ti-N,Ti,N,7.9782897342,21.8743114278,30.7945068421,4.221929109455624,11.575387112158687,16.295751242359334,0.08174975692,0.1794431118,0.07411978356656651,-0.11898056151656651,-0.04486077795,1.6052470176158948
339,"(3,-1)",Ti-N,Ti,N,19.9371597181,1.961036915,30.7545444808,10.55029057329073,1.0377360451908613,16.274604071464825,0.08170227785,0.1932140774,0.07637215606212958,-0.12467567541212957,-0.04830351934999999,1.632475523025755
340,"(3,-1)",N-Ti,N,Ti,1.9801875471,11.9526760884,30.7972298418,1.0478701232728942,6.325083795489688,16.297192191745918,0.08162496681,0.1289132925,0.06558572084820141,-0.09781404397320141,-0.032228323125,1.4913923748675824
342,"(3,-1)",N-Ti,N,Ti,13.9730438619,3.9783897372,30.9214339519,7.394216378903068,2.105273185084248,16.362918176313435,0.08119253392,0.2020195448,0.07738139432754945,-0.12788628052754947,-0.050504886200000015,1.6526748017258095
