atom_index,element,region,q_combi,q_ref,delta_q
6,Zr,surface_metal,10.1713,10.1724,-0.0011
7,Zr,surface_metal,10.1704,10.1724,-0.0020
14,Zr,surface_metal,10.1643,10.1724,-0.0081
15,Zr,surface_metal,10.1497,10.1792,-0.0295
22,Zr,surface_metal,10.1425,10.1724,-0.0299
23,Zr,surface_metal,10.1664,10.1724,-0.0060
30,Zr,surface_metal,10.1495,10.1792,-0.0297
31,Zr,surface_metal,10.1644,10.1724,-0.0080
38,Zr,surface_metal,10.0510,10.1724,-0.1214
39,Zr,surface_metal,10.0512,10.1724,-0.1213
46,Zr,surface_metal,10.1549,10.1724,-0.0175
47,Zr,surface_metal,10.1379,10.1724,-0.0345
54,Zr,surface_metal,10.1654,10.1724,-0.0070
55,Zr,surface_metal,10.1406,10.1724,-0.0318
62,Zr,surface_metal,10.1358,10.1724,-0.0366
63,Zr,surface_metal,10.1540,10.1724,-0.0184
70,Zr,surface_metal,10.1738,10.1724,0.0014
71,Zr,surface_metal,10.1734,10.1724,0.0010
79,N,surface_N,6.7618,6.7718,-0.0100
80,N,surface_N,6.7693,6.7699,-0.0006
87,N,surface_N,6.7729,6.7647,0.0081
88,N,surface_N,6.7256,6.7648,-0.0391
95,N,surface_N,6.7601,6.7647,-0.0046
96,N,surface_N,6.7613,6.7700,-0.0087
103,N,surface_N,6.7723,6.7647,0.0075
104,N,surface_N,6.7264,6.7648,-0.0383
111,N,surface_N,6.8241,6.7701,0.0540
112,N,surface_N,6.8194,6.7686,0.0509
119,N,surface_N,6.7109,6.7701,-0.0592
120,N,surface_N,6.7758,6.7648,0.0110
127,N,surface_N,6.7610,6.7647,-0.0037
128,N,surface_N,6.7636,6.7683,-0.0047
135,N,surface_N,6.7134,6.7701,-0.0566
136,N,surface_N,6.7772,6.7648,0.0124
143,N,surface_N,6.7714,6.7701,0.0013
144,N,surface_N,6.7635,6.7683,-0.0048
145,S,adsorbate_S,7.3235,6.8767,0.4468
146,S,adsorbate_S,7.3179,6.9103,0.4076
147,Li,adsorbate_Li,2.1462,2.1063,0.0398
148,Li,adsorbate_Li,2.1405,2.1065,0.0340
