atom_index,element,region,q_combi,q_ref,delta_q
6,Sc,surface_metal,9.2335,9.2329,0.0006
7,Sc,surface_metal,9.2334,9.2329,0.0005
14,Sc,surface_metal,9.2766,9.2329,0.0438
15,Sc,surface_metal,9.2316,9.2328,-0.0012
22,Sc,surface_metal,9.2358,9.2329,0.0029
23,Sc,surface_metal,9.2324,9.2329,-0.0004
30,Sc,surface_metal,9.2319,9.2328,-0.0009
31,Sc,surface_metal,9.2769,9.2329,0.0441
38,Sc,surface_metal,9.2260,9.2329,-0.0069
39,Sc,surface_metal,9.2281,9.2329,-0.0048
46,Sc,surface_metal,9.2780,9.2329,0.0451
47,Sc,surface_metal,9.2342,9.2329,0.0014
54,Sc,surface_metal,9.2319,9.2329,-0.0010
55,Sc,surface_metal,9.2354,9.2329,0.0025
62,Sc,surface_metal,9.2327,9.2329,-0.0002
63,Sc,surface_metal,9.2779,9.2329,0.0450
70,Sc,surface_metal,9.2311,9.2329,-0.0018
71,Sc,surface_metal,9.2308,9.2329,-0.0020
79,N,surface_N,6.7797,6.7796,0.0001
80,N,surface_N,6.7886,6.7840,0.0045
87,N,surface_N,6.7645,6.7825,-0.0179
88,N,surface_N,6.7576,6.7825,-0.0250
95,N,surface_N,6.7863,6.7825,0.0038
96,N,surface_N,6.7751,6.7840,-0.0090
103,N,surface_N,6.7634,6.7825,-0.0191
104,N,surface_N,6.7571,6.7825,-0.0254
111,N,surface_N,6.8478,6.7825,0.0653
112,N,surface_N,6.8476,6.7825,0.0650
119,N,surface_N,6.7550,6.7825,-0.0274
120,N,surface_N,6.7632,6.7825,-0.0193
127,N,surface_N,6.7862,6.7825,0.0037
128,N,surface_N,6.7754,6.7825,-0.0071
135,N,surface_N,6.7546,6.7825,-0.0279
136,N,surface_N,6.7632,6.7825,-0.0193
143,N,surface_N,6.7908,6.7825,0.0083
144,N,surface_N,6.7829,6.7825,0.0004
145,S,adsorbate_S,6.8351,6.8767,-0.0416
146,S,adsorbate_S,6.7517,6.9103,-0.1586
147,Li,adsorbate_Li,2.1477,2.1063,0.0414
148,Li,adsorbate_Li,2.1472,2.1065,0.0406
