atom_index,element,region,q_combi,q_ref,delta_q
6,Nb,surface_metal,11.3028,11.3387,-0.0359
7,Nb,surface_metal,11.3044,11.3387,-0.0343
14,Nb,surface_metal,11.3625,11.3387,0.0237
15,Nb,surface_metal,11.2781,11.3388,-0.0607
22,Nb,surface_metal,11.2749,11.3387,-0.0639
23,Nb,surface_metal,11.2912,11.3387,-0.0476
30,Nb,surface_metal,11.2788,11.3388,-0.0599
31,Nb,surface_metal,11.3615,11.3387,0.0227
38,Nb,surface_metal,11.3240,11.3387,-0.0147
39,Nb,surface_metal,11.3224,11.3387,-0.0163
46,Nb,surface_metal,11.3880,11.3387,0.0493
47,Nb,surface_metal,11.2725,11.3387,-0.0663
54,Nb,surface_metal,11.2922,11.3387,-0.0465
55,Nb,surface_metal,11.2722,11.3387,-0.0665
62,Nb,surface_metal,11.2717,11.3387,-0.0671
63,Nb,surface_metal,11.3905,11.3387,0.0518
70,Nb,surface_metal,11.3004,11.3387,-0.0384
71,Nb,surface_metal,11.3033,11.3387,-0.0354
79,N,surface_N,6.6176,6.5770,0.0405
80,N,surface_N,6.6291,6.5771,0.0520
87,N,surface_N,6.6164,6.5771,0.0393
88,N,surface_N,6.5884,6.5771,0.0113
95,N,surface_N,6.6097,6.5771,0.0326
96,N,surface_N,6.6079,6.5771,0.0308
103,N,surface_N,6.6154,6.5771,0.0382
104,N,surface_N,6.5897,6.5771,0.0126
111,N,surface_N,6.7276,6.5771,0.1504
112,N,surface_N,6.6723,6.5771,0.0952
119,N,surface_N,6.5942,6.5771,0.0171
120,N,surface_N,6.6130,6.5771,0.0358
127,N,surface_N,6.6081,6.5771,0.0310
128,N,surface_N,6.6085,6.5771,0.0314
135,N,surface_N,6.5921,6.5771,0.0150
136,N,surface_N,6.6143,6.5771,0.0371
143,N,surface_N,6.6309,6.5771,0.0538
144,N,surface_N,6.6176,6.5771,0.0405
145,S,adsorbate_S,6.7034,6.8767,-0.1732
146,S,adsorbate_S,6.7777,6.9103,-0.1326
147,Li,adsorbate_Li,2.1422,2.1063,0.0359
148,Li,adsorbate_Li,2.1441,2.1065,0.0376
