cp_no,cp_type,bond_type,atom1,atom2,x_bohr,y_bohr,z_bohr,x_ang,y_ang,z_ang,bond_length_ang,rho,laplacian,G_ked,V_ped,H_ted,abs_V_over_G
335,"(3,-1)",S-S,S,S,11.931490563580597,7.684095096165899,37.16427906390192,6.31387289855388,4.06624801143312,19.66648954088817,2.103955672896828,0.13607971,-0.10554058,0.08577903781927379,-0.05939389281927379,0.026385145,0.6924056777648829
336,"(3,-1)",N-V,N,V,1.9279882073943637,7.862040073447687,30.95826732440642,1.0202474222756,4.160412438208319,16.38240955764516,2.0307175469055,0.0934939247,0.355025995,0.11446876348395418,-0.20322526223395418,-0.08875649875,1.7753774571212309
337,"(3,-1)",V-N,V,N,17.801390900205394,11.84346791029381,30.95606068033724,9.42009038706736,6.2672933163898,16.38124185189114,2.031299641837512,0.0934798554,0.34320825,0.1124852710042411,-0.1982873335042411,-0.0858020625,1.762784867156207
339,"(3,-1)",N-V,N,V,7.876395561117599,1.922274753605559,30.969446463186024,4.1680090351348795,1.01722399273492,16.38832530312504,2.032940091191364,0.0929269309,0.340719537,0.11152656239286901,-0.19670644664286902,-0.08517988425,1.7637632006439965
346,"(3,-1)",N-V,N,V,17.822896195376316,7.868049936474613,30.926970301978585,9.431470499185918,4.163592720762919,16.365847886606698,2.0593989517373643,0.0864864272,0.302723374,0.09901797751267022,-0.1746988210126702,-0.07568084349999998,1.7643141720433135
348,"(3,-1)",N-V,N,V,1.9113194492247048,11.835580867674981,30.940902534472034,1.0114266953178799,6.26311967317436,16.37322050653947,2.0632090276559882,0.0857389171,0.281966817,0.09486099577685031,-0.16535270002685032,-0.07049170425000001,1.7431052528251307
350,"(3,-1)",V-N,V,N,11.853236157230624,1.8912952532500187,30.91182754207068,6.2724624500594,1.00083034714108,16.357834683153,2.0662253377582322,0.0848362684,0.316280468,0.09974300038256063,-0.17881311738256062,-0.07907011699999998,1.7927385049249516
351,"(3,-1)",V-N,V,N,13.855632079839978,7.828522628177881,31.07939749196084,7.332084739543399,4.1426757700032795,16.44650888186988,2.0704058377245,0.0843820954,0.331995523,0.1019433020929701,-0.1849421828429701,-0.08299888074999999,1.814167081563699
353,"(3,-1)",V-N,V,N,5.882780880561884,11.85728929313848,31.11325305019087,3.11303357882924,6.274607277214599,16.46442447174819,2.07199336935726,0.0841783825,0.332371882,0.1018186357423565,-0.1849116062423565,-0.0830929705,1.816088036283061
357,"(3,-1)",N-V,N,V,1.9893198243346606,15.795360176451565,30.980732807345515,1.0527027162692801,8.358544643651479,16.39429777924884,2.0722579579627203,0.083780937,0.137888018,0.0690399232981278,-0.1035119277981278,-0.0344720045,1.499305370765596
359,"(3,-1)",N-V,N,V,7.878955997148175,17.800253559965828,30.93813058055247,4.169363959532279,9.419488532531519,16.371753651695517,2.0726812997314563,0.0837060846,0.238132761,0.08567881735509592,-0.14521200760509592,-0.059533190250000007,1.6948414099049087
361,"(3,-1)",N-V,N,V,15.811769458163573,1.9689442934483348,30.984146008259525,8.36722806158104,1.04192044966384,16.39610396738883,2.0743217490853083,0.0832051876,0.358116452,0.1052183410532091,-0.1947474540532091,-0.089529113,1.8508888479312269
364,"(3,-1)",V-N,V,N,11.90317614213363,5.871688735494422,31.07373496335417,6.29888955198376,3.10716386843932,16.44351240077505,2.0785551667726683,0.0827338428,0.322845298,0.09891073865561731,-0.1796220631556173,-0.08071132449999999,1.8160016353837658
367,"(3,-1)",N-V,N,V,23.66850020767028,1.9732569058138454,30.970249510892714,12.524830926554401,1.0442025858472,16.3887502576707,2.0782905781672083,0.08248407,0.0691023044,0.05639352457671806,-0.07366910067671806,-0.017275576099999995,1.30633971239904
368,"(3,-1)",N-V,N,V,1.9958252021662093,23.654912495686652,30.96913179554323,1.0561452139661598,12.51764061902412,16.38815878817946,2.0790843439835878,0.0823645242,0.176114008,0.07412046028027088,-0.11814896228027087,-0.044028502,1.5940127979982248
370,"(3,-1)",N-V,N,V,21.65701905781419,7.867912148793634,30.98226643986322,11.460400941855399,4.163519806662199,16.395109342627137,2.0795606034734164,0.0823152832,0.244790113,0.08552187953514105,-0.14671940778514106,-0.06119752825000001,1.7155774473461363
375,"(3,-1)",N-V,N,V,21.748827557847623,11.836935306374096,30.983427831478583,11.50898390784184,6.26383641126752,16.39572392460294,2.08072479333744,0.0821036439,0.241547478,0.08478995827350813,-0.14517682777350813,-0.060386869499999996,1.712193645681594
376,"(3,-1)",N-V,N,V,3.882101385249956,5.920115896889763,30.95086965687356,2.05431958355524,3.1327904186392797,16.37849488057281,2.0825769135756604,0.0821017217,0.0876287338,0.05913509662283038,-0.08104228007283037,-0.021907183449999992,1.3704599248349287
378,"(3,-1)",N-V,N,V,23.669171153182127,21.64657891837116,30.97512338510758,12.52518597562904,11.45487625798332,16.3913294008341,2.08072479333744,0.0820088708,0.270950636,0.08960484456149283,-0.15734250356149282,-0.06773765899999999,1.7559597846689403
379,"(3,-1)",N-V,N,V,7.883596032817459,21.644271329837633,30.987824741017228,4.17181936066632,11.453655134719199,16.39805066892927,2.081042299663992,0.0819559996,0.269352467,0.08929073558980186,-0.15662885233980184,-0.06733811674999998,1.754144495565012
380,"(3,-1)",N-V,N,V,21.660750689133096,23.65356350220517,30.973760487083748,11.46237563610892,12.51692676241604,16.39060818625908,2.081730230038188,0.0818800425,0.238068009,0.08400809906669855,-0.14352510131669854,-0.05951700224999999,1.708467432440606
381,"(3,-1)",N-V,N,V,5.940291848712403,3.873637623059189,30.957532769025764,3.14346707255244,2.04984075348524,16.38202084767756,2.08310609078658,0.0817737826,0.180258911,0.07427740850876355,-0.11934213625876355,-0.045064727750000005,1.6067084010434085
382,"(3,-1)",N-V,N,V,21.661402694757523,15.789496860803553,30.969623153534343,11.46272066262676,8.35544191063012,16.38841880363076,2.082365242691292,0.0816857929,0.227700294,0.08210500636378798,-0.139030079863788,-0.056925073500000006,1.6933203713276435
383,"(3,-1)",N-V,N,V,3.9294477893193993,21.728267836556135,30.97035572363019,2.0793742216077997,11.49810417187152,16.388806463030882,2.083159008507672,0.0815939511,0.183173767,0.07460120829390278,-0.12039465004390278,-0.04579344175,1.6138431641695372
386,"(3,-1)",V-N,V,N,15.798591794742585,17.785083183639678,30.984911335554777,8.360254742405479,9.41146071509864,16.39650896115237,2.0851169641880762,0.0812644093,0.195096326,0.07629203590912093,-0.12506611740912094,-0.04877408150000001,1.6393076409456382
387,"(3,-1)",V-N,V,N,15.79957548514546,21.640788521289707,30.967820018603327,8.36077528894928,11.451812111805639,16.38746462571705,2.0845348692560637,0.0812495343,0.280550944,0.0905211181390639,-0.1606588541390639,-0.07013773599999999,1.7748218033746583
388,"(3,-1)",V-N,V,N,13.790093677155129,23.65135937280668,30.970611825371005,7.297403310402479,12.51576038736844,16.3889419862358,2.084746540140432,0.0812030007,0.168638497,0.07182727839854236,-0.11398690264854236,-0.04215962425,1.5869583978397763
389,"(3,-1)",V-N,V,N,17.807887755087606,15.785067294633226,30.98659436075464,9.42352837461368,8.35309788515852,16.39739957973354,2.08575197684118,0.0811864406,0.258119244,0.08672587691580791,-0.1512556879158079,-0.06452981099999999,1.744066399728013
390,"(3,-1)",V-N,V,N,7.831664518752251,13.804447744333485,31.113672937928733,4.14433838689444,7.3049991556372795,16.46464666677021,2.087392426195032,0.0811300418,0.117180788,0.06318554297500409,-0.09248073997500408,-0.029295196999999995,1.463637655398309
391,"(3,-1)",N-V,N,V,1.9222780680858575,3.9161221580279455,30.98525280454254,1.01722574668236,2.0723226012072398,16.39668965875893,2.08601656544664,0.0810880287,0.263287105,0.08749892413701926,-0.15332070038701928,-0.06582177625000002,1.7522581208761625
392,"(3,-1)",N-V,N,V,19.735574344774808,5.9200952997621945,30.96694500432218,10.443616187672239,3.1327795191087597,16.38700158810024,2.0855403059568123,0.0810647061,0.0831231032,0.05745068356289519,-0.07823145936289519,-0.020780775799999998,1.3617150312450133
395,"(3,-1)",N-V,N,V,23.67139919418849,13.772402401813391,30.968353563896702,12.5263650041546,7.28804149065952,16.3877469657273,2.085910730004456,0.0809424162,0.226355936,0.0812132643887119,-0.1378022483887119,-0.05658898400000001,1.6967948453487542
515,"(3,-1)",N-V,N,V,13.86776094699509,19.71824860926027,30.988268948494046,7.33850305963616,10.43444780327552,16.398285733402922,2.096811780549408,0.0789107974,0.27156569,0.08694430087088045,-0.15483572337088047,-0.06789142250000002,1.780861100957318
517,"(3,-1)",N-V,N,V,5.860401272837941,23.653004302029096,30.986958660517747,3.1011908004324,12.51663084642652,16.39759235886612,2.09898140711418,0.0784965046,0.275185123,0.0871834392687596,-0.1559797200187596,-0.06879628075,1.7890980365883746
519,"(3,-1)",N-V,N,V,9.816130760186969,19.724163299352913,30.986045429503957,5.19447269770176,10.4375777224822,16.397109097825318,2.1008864450734923,0.0779424089,0.250408369,0.08256901372465392,-0.14517110597465394,-0.06260209225000002,1.7581789999183184
520,"(3,-1)",V-N,V,N,5.853540061871491,15.794807841984683,30.92313721332671,3.09756000394964,8.358252360838799,16.36381950344469,2.101468540005504,0.0778700825,0.270160958,0.08579797802776631,-0.15333821752776633,-0.06754023950000002,1.7872008298160866
523,"(3,-1)",N-V,N,V,23.662894000993987,9.901779061837079,30.982086275266482,12.521864249741599,5.239795827089,16.39501400362833,2.103003153917172,0.0776168602,0.22835731,0.07860997310699239,-0.1356993006069924,-0.05708932750000001,1.7262351740319053
524,"(3,-1)",N-V,N,V,9.917454659660157,23.645583890886574,30.983047153115766,5.24809099622452,12.512704133954239,16.395522478288648,2.103849837454644,0.0774130423,0.265927084,0.08469428527992559,-0.15117605627992559,-0.066481771,1.784961709993409
525,"(3,-1)",N-V,N,V,19.742751378363984,9.800351229731675,30.980126302835266,10.447414110289639,5.1861225297858,16.393976830883698,2.10453776782884,0.0773622139,0.282459422,0.08740550385497539,-0.15802035935497538,-0.07061485549999999,1.8078994157755246
528,"(3,-1)",N-V,N,V,3.912221488213817,13.857283401274401,30.9290727185951,2.0702584556342796,7.332958581214399,16.366960437568018,2.106178217182692,0.0768760254,0.243221744,0.08044435948284126,-0.14124979548284125,-0.06080543599999999,1.7558694778714692
530,"(3,-1)",V-N,V,N,15.824224328130898,5.843980863942075,30.9193626905768,8.37381889493272,3.09250149425072,16.36182211202334,2.107818666536544,0.0764526547,0.2903539,0.08793409572606609,-0.16052257072606607,-0.07258847499999999,1.8254872515676848
533,"(3,-1)",N-V,N,V,13.939461678800594,11.846450942562445,30.982576144293983,7.37644545291392,6.2688718690858,16.395273231154018,2.124064406911788,0.075289315,0.32596423,0.09287143514237055,-0.17436249264237055,-0.0814910575,1.8774609477615525
534,"(3,-1)",V-N,V,N,5.789668606028186,7.850734381149565,30.97607830710243,3.06376068508908,4.1544297234904795,16.39183472379198,2.1243289955172484,0.0751102661,0.327989504,0.09305632966638819,-0.17505370566638817,-0.08199737599999998,1.8811585014578251
535,"(3,-1)",V-N,V,N,7.851080981089349,5.788716876685336,30.99023983999173,4.154613136279919,3.0632570516098796,16.399328684268692,2.134118773919268,0.0732881119,0.324612344,0.09095378136048972,-0.17210686736048972,-0.081153086,1.8922453226914748
536,"(3,-1)",N-V,N,V,11.872766495640835,13.901936316604145,31.00547987885545,6.2827974600676395,7.35658788640804,16.407393365528907,2.134806704293464,0.0730550621,0.285808122,0.08429130934473172,-0.1557433398447317,-0.07145203049999999,1.8476796843643502
537,"(3,-1)",V-N,V,N,7.811739757186519,9.91828351648337,31.186223186119452,4.13379465714084,5.24852960836648,16.50303860475933,2.145390248511864,0.0709899917,0.237231087,0.07448448697081309,-0.13379225872081307,-0.05930777174999999,1.796243273760345
541,"(3,-1)",N-V,N,V,11.920806336338442,9.759238652857896,31.165778226798356,6.308219048981041,5.164366691022,16.49221959820842,2.1529574826280204,0.069698371,0.291612439,0.08249478359886615,-0.15539789334886617,-0.07290310975000001,1.8837299350283043
554,"(3,-1)",V-N,V,N,9.781743500587403,11.859959580516096,31.190770480982657,5.17627574357568,6.2760203324414405,16.50544492957227,2.182115146949712,0.0648737839,0.255740577,0.07269692923967364,-0.13663207348967366,-0.06393514425000002,1.8794751706666042
556,"(3,-1)",N-V,N,V,9.953100711527366,7.817906111033251,31.16045418925224,5.266954074531919,4.137057751071,16.48940223886893,2.185925222868336,0.0641943338,0.262181172,0.07324724279759301,-0.13879253579759301,-0.065545293,1.8948499697268317
