atom_index,element,region,q_combi,q_ref,delta_q
6,Ti,surface_metal,10.2652,10.2635,0.0017
7,Ti,surface_metal,10.2664,10.2635,0.0029
14,Ti,surface_metal,10.3098,10.2635,0.0463
15,Ti,surface_metal,10.2585,10.2635,-0.0050
22,Ti,surface_metal,10.2648,10.2635,0.0013
23,Ti,surface_metal,10.2576,10.2635,-0.0059
30,Ti,surface_metal,10.2669,10.2635,0.0034
31,Ti,surface_metal,10.2981,10.2635,0.0346
38,Ti,surface_metal,10.3387,10.2635,0.0752
39,Ti,surface_metal,10.3339,10.2635,0.0703
46,Ti,surface_metal,10.2990,10.2635,0.0355
47,Ti,surface_metal,10.2553,10.2635,-0.0083
54,Ti,surface_metal,10.2615,10.2635,-0.0020
55,Ti,surface_metal,10.2769,10.2635,0.0134
62,Ti,surface_metal,10.2678,10.2635,0.0043
63,Ti,surface_metal,10.3050,10.2635,0.0415
70,Ti,surface_metal,10.2640,10.2635,0.0005
71,Ti,surface_metal,10.2650,10.2635,0.0014
79,N,surface_N,6.6660,6.6635,0.0026
80,N,surface_N,6.6630,6.6617,0.0012
87,N,surface_N,6.6542,6.6652,-0.0110
88,N,surface_N,6.6295,6.6635,-0.0340
95,N,surface_N,6.6564,6.6652,-0.0088
96,N,surface_N,6.6650,6.6618,0.0033
103,N,surface_N,6.6614,6.6669,-0.0055
104,N,surface_N,6.6133,6.6635,-0.0502
111,N,surface_N,6.7786,6.6635,0.1151
112,N,surface_N,6.7780,6.6636,0.1145
119,N,surface_N,6.6198,6.6635,-0.0437
120,N,surface_N,6.6503,6.6635,-0.0132
127,N,surface_N,6.6622,6.6635,-0.0013
128,N,surface_N,6.6586,6.6618,-0.0032
135,N,surface_N,6.6290,6.6635,-0.0345
136,N,surface_N,6.6650,6.6635,0.0015
143,N,surface_N,6.6733,6.6635,0.0098
144,N,surface_N,6.6649,6.6617,0.0031
145,S,adsorbate_S,6.6487,6.7083,-0.0595
146,S,adsorbate_S,6.6486,6.7049,-0.0563
147,S,adsorbate_S,6.2053,6.1760,0.0293
148,S,adsorbate_S,6.2071,6.1747,0.0324
149,Li,adsorbate_Li,2.1382,2.1178,0.0204
150,Li,adsorbate_Li,2.1376,2.1181,0.0195
