atom_index,element,region,q_combi,q_ref,delta_q
6,Zr,surface_metal,10.0595,10.1724,-0.1129
7,Zr,surface_metal,10.1183,10.1724,-0.0540
14,Zr,surface_metal,10.0065,10.1724,-0.1659
15,Zr,surface_metal,10.1469,10.1792,-0.0323
22,Zr,surface_metal,10.1383,10.1724,-0.0341
23,Zr,surface_metal,10.1618,10.1724,-0.0106
30,Zr,surface_metal,10.1334,10.1792,-0.0458
31,Zr,surface_metal,9.9993,10.1724,-0.1731
38,Zr,surface_metal,10.0005,10.1724,-0.1719
39,Zr,surface_metal,10.0333,10.1724,-0.1391
46,Zr,surface_metal,10.1548,10.1724,-0.0176
47,Zr,surface_metal,10.1333,10.1724,-0.0391
54,Zr,surface_metal,10.1643,10.1724,-0.0081
55,Zr,surface_metal,10.1432,10.1724,-0.0292
62,Zr,surface_metal,10.1415,10.1724,-0.0309
63,Zr,surface_metal,10.1569,10.1724,-0.0156
70,Zr,surface_metal,10.1696,10.1724,-0.0028
71,Zr,surface_metal,10.1712,10.1724,-0.0012
79,N,surface_N,6.7502,6.7718,-0.0216
80,N,surface_N,6.6795,6.7699,-0.0905
87,N,surface_N,6.7330,6.7647,-0.0317
88,N,surface_N,6.7256,6.7648,-0.0392
95,N,surface_N,6.7575,6.7647,-0.0072
96,N,surface_N,6.7731,6.7700,0.0031
103,N,surface_N,6.7357,6.7647,-0.0290
104,N,surface_N,6.7214,6.7648,-0.0434
111,N,surface_N,6.7361,6.7701,-0.0340
112,N,surface_N,6.8103,6.7686,0.0418
119,N,surface_N,6.7062,6.7701,-0.0639
120,N,surface_N,6.7616,6.7648,-0.0032
127,N,surface_N,6.7593,6.7647,-0.0054
128,N,surface_N,6.7546,6.7683,-0.0136
135,N,surface_N,6.7208,6.7701,-0.0493
136,N,surface_N,6.7648,6.7648,0.0000
143,N,surface_N,6.7668,6.7701,-0.0033
144,N,surface_N,6.7603,6.7683,-0.0080
145,S,adsorbate_S,7.2787,6.7083,0.5704
146,S,adsorbate_S,7.2789,6.7049,0.5740
147,S,adsorbate_S,6.6104,6.1760,0.4344
148,S,adsorbate_S,6.6827,6.1747,0.5080
149,Li,adsorbate_Li,2.1259,2.1178,0.0081
150,Li,adsorbate_Li,2.1432,2.1181,0.0251
