atom_index,element,region,q_combi,q_ref,delta_q
6,V,surface_metal,11.4688,11.4543,0.0144
7,V,surface_metal,11.4655,11.4543,0.0112
14,V,surface_metal,11.4938,11.4543,0.0396
15,V,surface_metal,11.4433,11.4541,-0.0108
22,V,surface_metal,11.4786,11.4543,0.0243
23,V,surface_metal,11.4510,11.4543,-0.0034
30,V,surface_metal,11.4437,11.4541,-0.0104
31,V,surface_metal,11.4904,11.4543,0.0361
38,V,surface_metal,11.4675,11.4543,0.0132
39,V,surface_metal,11.4666,11.4543,0.0122
46,V,surface_metal,11.4797,11.4543,0.0254
47,V,surface_metal,11.4351,11.4543,-0.0192
54,V,surface_metal,11.4506,11.4543,-0.0038
55,V,surface_metal,11.4764,11.4543,0.0222
62,V,surface_metal,11.4329,11.4543,-0.0214
63,V,surface_metal,11.4798,11.4543,0.0255
70,V,surface_metal,11.4595,11.4543,0.0052
71,V,surface_metal,11.4595,11.4543,0.0052
79,N,surface_N,6.4987,6.4948,0.0039
80,N,surface_N,6.5434,6.4943,0.0491
87,N,surface_N,6.4958,6.4945,0.0013
88,N,surface_N,6.5131,6.4946,0.0185
95,N,surface_N,6.4694,6.4945,-0.0251
96,N,surface_N,6.4568,6.4943,-0.0375
103,N,surface_N,6.4959,6.4945,0.0014
104,N,surface_N,6.5109,6.4946,0.0163
111,N,surface_N,6.5701,6.4944,0.0757
112,N,surface_N,6.5177,6.4947,0.0229
119,N,surface_N,6.4924,6.4944,-0.0019
120,N,surface_N,6.4860,6.4946,-0.0086
127,N,surface_N,6.4705,6.4945,-0.0240
128,N,surface_N,6.4587,6.4943,-0.0357
135,N,surface_N,6.4968,6.4944,0.0024
136,N,surface_N,6.4879,6.4946,-0.0067
143,N,surface_N,6.5338,6.4944,0.0394
144,N,surface_N,6.5137,6.4943,0.0194
145,S,adsorbate_S,6.6320,6.8767,-0.2446
146,S,adsorbate_S,6.7189,6.9103,-0.1914
147,Li,adsorbate_Li,2.1339,2.1063,0.0276
148,Li,adsorbate_Li,2.1347,2.1065,0.0281
