atom_index,element,region,q_combi,q_ref,delta_q
6,Nb,surface_metal,11.2777,11.3387,-0.0610
7,Nb,surface_metal,11.2623,11.3387,-0.0765
14,Nb,surface_metal,11.2991,11.3387,-0.0396
15,Nb,surface_metal,11.2652,11.3388,-0.0736
22,Nb,surface_metal,11.2334,11.3387,-0.1053
23,Nb,surface_metal,11.2848,11.3387,-0.0539
30,Nb,surface_metal,11.2480,11.3388,-0.0908
31,Nb,surface_metal,11.2342,11.3387,-0.1046
38,Nb,surface_metal,11.2940,11.3387,-0.0447
39,Nb,surface_metal,11.1184,11.3387,-0.2203
46,Nb,surface_metal,11.2549,11.3387,-0.0838
47,Nb,surface_metal,11.2921,11.3387,-0.0466
54,Nb,surface_metal,11.2518,11.3387,-0.0869
55,Nb,surface_metal,11.2166,11.3387,-0.1221
62,Nb,surface_metal,11.2509,11.3387,-0.0878
63,Nb,surface_metal,11.2611,11.3387,-0.0776
70,Nb,surface_metal,11.2045,11.3387,-0.1343
71,Nb,surface_metal,11.2439,11.3387,-0.0948
79,N,surface_N,6.6079,6.5770,0.0309
80,N,surface_N,6.6007,6.5771,0.0236
87,N,surface_N,6.6103,6.5771,0.0332
88,N,surface_N,6.5923,6.5771,0.0151
95,N,surface_N,6.6014,6.5771,0.0243
96,N,surface_N,6.5995,6.5771,0.0224
103,N,surface_N,6.6028,6.5771,0.0257
104,N,surface_N,6.5903,6.5771,0.0131
111,N,surface_N,6.5743,6.5771,-0.0028
112,N,surface_N,6.6312,6.5771,0.0541
119,N,surface_N,6.5568,6.5771,-0.0203
120,N,surface_N,6.5533,6.5771,-0.0238
127,N,surface_N,6.5913,6.5771,0.0142
128,N,surface_N,6.6023,6.5771,0.0252
135,N,surface_N,6.5116,6.5771,-0.0655
136,N,surface_N,6.4853,6.5771,-0.0918
143,N,surface_N,6.5595,6.5771,-0.0176
144,N,surface_N,6.6002,6.5771,0.0231
145,S,adsorbate_S,6.9238,6.6190,0.3048
146,S,adsorbate_S,6.6295,6.7392,-0.1097
147,S,adsorbate_S,6.4449,6.0267,0.4183
148,S,adsorbate_S,6.4895,6.0131,0.4764
149,S,adsorbate_S,6.4335,6.0514,0.3821
150,S,adsorbate_S,6.5536,6.1490,0.4047
151,S,adsorbate_S,6.0303,6.0095,0.0208
152,S,adsorbate_S,6.5876,6.1552,0.4323
153,Li,adsorbate_Li,2.1222,2.1199,0.0023
154,Li,adsorbate_Li,2.1252,2.1173,0.0079
